"birmingham","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Administrative Assistant- Hospital Administration","Grandview Medical Center3.6Birmingham, AL","25","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Administrative Assistant","The Lemak GroupBirmingham, AL 35209 (Oxmoor area)","1","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Assistant/Office Manager","Keller Williams Realty- VestaviaBirmingham, AL 35243","9","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Assistant","Synovus3.4Birmingham, AL 35209","10","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Caregiver/Personal Assistant","Your Choice Senior Care3.7Birmingham, AL 35216+1 location","26","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Administrative Assistant","Ashley HomeStore3.0Bessemer, AL 35022","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","EXECUTIVE ADMINISTRATIVE ASSISTANT - GROWING COMPANY","VIP Personnel3.6Birmingham, AL 35244","6","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Administrative Coordinator","Alabama Outdoors4.0Birmingham, AL 35203","26","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","CNA - Certified Nursing Assistant","Always There In Home CareBessemer, AL","21","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Branch Administrative Support Assistant","Caliber Home Loans3.3Birmingham, AL","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Chief Administrative Analyst","The Personnel Board of Jefferson CountyJefferson County, AL","1","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Marketing Intern/Assistant/Graphic Designer/ Photographer/Cr...","FREO Branding CompanyBirmingham, AL 35216•Temporarily remote","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","UAB Medicine4.0Birmingham, AL","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Vice President and Chief Administrative Officer – Live Healt...","University of Alabama at Birmingham4.1Birmingham, AL 35294 (Five Points South area)","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Administrative Assistant","Walktunes LtdBirmingham, AL 35209•Temporarily remote","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Administrative Assistant","Ashley HomeStore3.0Bessemer, AL 35022","30","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Assistant/Office Manager","Keller Williams Realty- VestaviaBirmingham, AL 35243","9","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
"birmingham","al","personal assistant","Executive Assistant","Synovus3.4Birmingham, AL 35209","10","Mon Aug 10 09:15:28 2020",8.5,13,20000,28000
