"birmingham","al","licensed massage therapist","Licensed Massage Therapist","Massage Envy Greystone3.3Birmingham, AL 35242","30","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Massage Therapist","Escape Day Spa3.7Homewood, AL 35209","14","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Licensed Massage Therapist","Massage Envy Greystone3.3Birmingham, AL 35242","30","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Massage Therapist","Escape Day Spa3.7Homewood, AL 35209","14","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Licensed Massage Therapist","Massage Envy Greystone3.3Birmingham, AL 35242","30","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Massage Therapist","Escape Day Spa3.7Homewood, AL 35209","14","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Licensed Massage Therapist","Massage Envy Greystone3.3Birmingham, AL 35242","30","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Massage Therapist","Escape Day Spa3.7Homewood, AL 35209","14","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Massage Therapist","Escape Day Spa3.7Homewood, AL 35209","14","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"birmingham","al","licensed massage therapist","Licensed Massage Therapist","Massage Envy Greystone3.3Birmingham, AL 35242","30","Mon Jul 20 12:20:29 2020","NA","NA",25000,50000
"huntsville","al","licensed massage therapist","Full-time Massage Therapist","Floraison MedSpa & Cosmetic TattooingHuntsville, AL 35801","10","Mon Jul 20 12:20:33 2020",9,50,"NA","NA"
"huntsville","al","licensed massage therapist","Licensed Massage Therapist","Hand and Stone3.0Huntsville, AL 35801","30","Mon Jul 20 12:20:33 2020",9,50,"NA","NA"
"huntsville","al","licensed massage therapist","Licensed Esthetician","Hand and Stone3.0Huntsville, AL 35801","30","Mon Jul 20 12:20:33 2020",9,50,"NA","NA"
