"state","city","datePosted","nanny_jobsPosted"
"DE","wilmington",2020-08-13,3
"DE","wilmington",2020-08-14,2
"DE","wilmington",2020-08-15,3
"DE","wilmington",2020-08-16,3
"DE","wilmington",2020-08-17,3
"FL","cape+coral",2020-06-23,1
"FL","cape+coral",2020-06-25,1
"FL","cape+coral",2020-06-26,1
"FL","cape+coral",2020-07-13,3
"FL","cape+coral",2020-07-15,1
"FL","cape+coral",2020-07-18,2
"FL","cape+coral",2020-08-04,11
"FL","cape+coral",2020-08-05,2
"FL","cape+coral",2020-08-07,2
"FL","cape+coral",2020-08-09,2
"FL","cape+coral",2020-08-10,2
"FL","cape+coral",2020-08-11,1
"FL","cape+coral",2020-08-16,1
"FL","cape+coral",2020-08-17,1
"FL","fort+lauderdale",2020-06-23,1
"FL","fort+lauderdale",2020-06-24,1
"FL","fort+lauderdale",2020-06-26,1
"FL","fort+lauderdale",2020-07-05,2
"FL","fort+lauderdale",2020-07-06,3
"FL","fort+lauderdale",2020-07-07,2
"FL","fort+lauderdale",2020-07-08,1
"FL","fort+lauderdale",2020-07-09,1
"FL","fort+lauderdale",2020-07-11,1
"FL","fort+lauderdale",2020-07-13,1
"FL","fort+lauderdale",2020-07-14,7
"FL","fort+lauderdale",2020-07-15,5
"FL","fort+lauderdale",2020-07-16,1
"FL","fort+lauderdale",2020-07-17,10
"FL","fort+lauderdale",2020-07-18,5
"FL","fort+lauderdale",2020-07-19,1
"FL","fort+lauderdale",2020-07-21,1
"FL","fort+lauderdale",2020-07-22,5
"FL","fort+lauderdale",2020-07-23,1
"FL","fort+lauderdale",2020-07-28,1
"FL","fort+lauderdale",2020-07-30,3
"FL","fort+lauderdale",2020-07-31,1
"FL","fort+lauderdale",2020-08-03,1
"FL","fort+lauderdale",2020-08-04,44
"FL","fort+lauderdale",2020-08-05,6
"FL","fort+lauderdale",2020-08-06,4
"FL","fort+lauderdale",2020-08-07,6
"FL","fort+lauderdale",2020-08-08,5
"FL","fort+lauderdale",2020-08-09,4
"FL","fort+lauderdale",2020-08-10,4
"FL","fort+lauderdale",2020-08-12,2
"FL","fort+lauderdale",2020-08-13,1
"FL","fort+lauderdale",2020-08-14,4
"FL","fort+lauderdale",2020-08-15,1
"FL","fort+lauderdale",2020-08-16,2
"FL","fort+lauderdale",2020-08-17,3
"FL","hialeah",2020-06-23,1
"FL","hialeah",2020-06-24,1
"FL","hialeah",2020-06-25,2
"FL","hialeah",2020-06-26,2
"FL","hialeah",2020-06-29,1
"FL","hialeah",2020-06-30,2
"FL","hialeah",2020-07-06,4
"FL","hialeah",2020-07-07,7
"FL","hialeah",2020-07-08,1
"FL","hialeah",2020-07-13,1
"FL","hialeah",2020-07-14,8
"FL","hialeah",2020-07-15,4
"FL","hialeah",2020-07-17,4
"FL","hialeah",2020-07-18,4
"FL","hialeah",2020-07-21,1
"FL","hialeah",2020-07-22,2
"FL","hialeah",2020-07-28,3
"FL","hialeah",2020-07-29,1
"FL","hialeah",2020-07-30,3
"FL","hialeah",2020-07-31,2
"FL","hialeah",2020-08-01,3
"FL","hialeah",2020-08-03,1
"FL","hialeah",2020-08-04,42
"FL","hialeah",2020-08-05,9
"FL","hialeah",2020-08-06,10
"FL","hialeah",2020-08-07,13
"FL","hialeah",2020-08-08,3
"FL","hialeah",2020-08-09,2
"FL","hialeah",2020-08-10,1
"FL","hialeah",2020-08-12,4
"FL","hialeah",2020-08-13,3
"FL","hialeah",2020-08-14,7
"FL","hialeah",2020-08-15,1
"FL","hialeah",2020-08-16,1
"FL","hialeah",2020-08-17,2
"FL","jacksonville",2020-06-25,1
"FL","jacksonville",2020-06-29,1
"FL","jacksonville",2020-06-30,1
"FL","jacksonville",2020-07-01,2
"FL","jacksonville",2020-07-02,1
"FL","jacksonville",2020-07-11,2
"FL","jacksonville",2020-07-15,5
"FL","jacksonville",2020-07-18,2
"FL","jacksonville",2020-07-27,3
"FL","jacksonville",2020-07-28,1
"FL","jacksonville",2020-08-04,27
"FL","jacksonville",2020-08-05,3
"FL","jacksonville",2020-08-06,2
"FL","jacksonville",2020-08-07,3
"FL","jacksonville",2020-08-08,2
"FL","jacksonville",2020-08-09,1
"FL","jacksonville",2020-08-11,1
"FL","jacksonville",2020-08-12,2
"FL","jacksonville",2020-08-13,3
"FL","jacksonville",2020-08-14,2
"FL","jacksonville",2020-08-15,4
"FL","miami",2020-06-23,1
"FL","miami",2020-06-24,1
"FL","miami",2020-06-25,2
"FL","miami",2020-06-26,1
"FL","miami",2020-06-29,1
"FL","miami",2020-06-30,2
"FL","miami",2020-07-05,1
"FL","miami",2020-07-06,4
"FL","miami",2020-07-07,7
"FL","miami",2020-07-08,1
"FL","miami",2020-07-13,1
"FL","miami",2020-07-14,7
"FL","miami",2020-07-15,4
"FL","miami",2020-07-17,4
"FL","miami",2020-07-18,4
"FL","miami",2020-07-21,1
"FL","miami",2020-07-22,3
"FL","miami",2020-07-28,3
"FL","miami",2020-07-29,1
"FL","miami",2020-07-30,3
"FL","miami",2020-07-31,3
"FL","miami",2020-08-01,3
"FL","miami",2020-08-03,1
"FL","miami",2020-08-04,30
"FL","miami",2020-08-05,10
"FL","miami",2020-08-06,10
"FL","miami",2020-08-07,9
"FL","miami",2020-08-08,3
"FL","miami",2020-08-09,1
"FL","miami",2020-08-10,1
"FL","miami",2020-08-12,4
"FL","miami",2020-08-13,4
"FL","miami",2020-08-14,7
"FL","miami",2020-08-15,1
"FL","miami",2020-08-16,1
"FL","miami",2020-08-17,2
"FL","orlando",2020-06-24,1
"FL","orlando",2020-07-01,1
"FL","orlando",2020-07-03,2
"FL","orlando",2020-07-07,2
"FL","orlando",2020-07-08,3
"FL","orlando",2020-07-09,1
"FL","orlando",2020-07-13,1
"FL","orlando",2020-07-18,11
"FL","orlando",2020-07-19,2
"FL","orlando",2020-07-20,2
"FL","orlando",2020-07-21,1
"FL","orlando",2020-07-26,4
"FL","orlando",2020-07-27,4
"FL","orlando",2020-07-29,3
"FL","orlando",2020-07-30,3
"FL","orlando",2020-08-04,16
"FL","orlando",2020-08-05,4
"FL","orlando",2020-08-06,3
"FL","orlando",2020-08-08,2
"FL","orlando",2020-08-09,1
"FL","orlando",2020-08-11,1
"FL","orlando",2020-08-13,6
"FL","orlando",2020-08-16,1
"FL","port+st.+lucie",2020-06-21,1
"FL","port+st.+lucie",2020-07-01,2
"FL","port+st.+lucie",2020-07-09,2
"FL","port+st.+lucie",2020-07-10,1
"FL","port+st.+lucie",2020-07-15,2
"FL","port+st.+lucie",2020-07-16,2
"FL","port+st.+lucie",2020-08-04,8
"FL","port+st.+lucie",2020-08-16,1
"FL","port+st.+lucie",2020-08-17,1
"FL","st.+petersburg",2020-06-22,1
"FL","st.+petersburg",2020-07-02,2
"FL","st.+petersburg",2020-07-03,2
"FL","st.+petersburg",2020-07-07,1
"FL","st.+petersburg",2020-07-10,1
"FL","st.+petersburg",2020-07-12,2
"FL","st.+petersburg",2020-07-15,2
"FL","st.+petersburg",2020-07-16,5
"FL","st.+petersburg",2020-07-17,1
"FL","st.+petersburg",2020-07-19,2
"FL","st.+petersburg",2020-07-20,3
"FL","st.+petersburg",2020-07-22,2
"FL","st.+petersburg",2020-07-23,2
"FL","st.+petersburg",2020-07-26,3
"FL","st.+petersburg",2020-07-27,3
"FL","st.+petersburg",2020-08-04,36
"FL","st.+petersburg",2020-08-05,6
"FL","st.+petersburg",2020-08-06,1
"FL","st.+petersburg",2020-08-07,1
"FL","st.+petersburg",2020-08-08,7
"FL","st.+petersburg",2020-08-09,2
"FL","st.+petersburg",2020-08-10,1
"FL","st.+petersburg",2020-08-11,1
"FL","st.+petersburg",2020-08-12,2
"FL","st.+petersburg",2020-08-13,2
"FL","st.+petersburg",2020-08-15,4
"FL","st.+petersburg",2020-08-17,3
"FL","tallahassee",2020-06-23,1
"FL","tallahassee",2020-07-11,2
"FL","tallahassee",2020-08-05,2
"FL","tallahassee",2020-08-07,1
"FL","tampa",2020-06-22,1
"FL","tampa",2020-06-23,1
"FL","tampa",2020-07-02,3
"FL","tampa",2020-07-03,1
"FL","tampa",2020-07-07,2
"FL","tampa",2020-07-10,1
"FL","tampa",2020-07-11,1
"FL","tampa",2020-07-12,2
"FL","tampa",2020-07-14,1
"FL","tampa",2020-07-16,8
"FL","tampa",2020-07-17,3
"FL","tampa",2020-07-19,1
"FL","tampa",2020-07-20,3
"FL","tampa",2020-07-22,2
"FL","tampa",2020-07-23,2
"FL","tampa",2020-07-26,3
"FL","tampa",2020-07-27,3
"FL","tampa",2020-08-03,2
"FL","tampa",2020-08-04,58
"FL","tampa",2020-08-05,9
"FL","tampa",2020-08-06,1
"FL","tampa",2020-08-07,2
"FL","tampa",2020-08-08,9
"FL","tampa",2020-08-09,6
"FL","tampa",2020-08-10,2
"FL","tampa",2020-08-11,3
"FL","tampa",2020-08-12,3
"FL","tampa",2020-08-13,2
"FL","tampa",2020-08-14,1
"FL","tampa",2020-08-15,8
"FL","tampa",2020-08-17,3
"GA","athens",2020-07-08,2
"GA","athens",2020-07-16,2
"GA","athens",2020-07-17,4
"GA","athens",2020-07-23,1
"GA","athens",2020-07-27,1
"GA","athens",2020-08-04,4
"GA","atlanta",2020-06-23,1
"GA","atlanta",2020-06-25,1
"GA","atlanta",2020-06-30,1
"GA","atlanta",2020-07-02,1
"GA","atlanta",2020-07-03,1
"GA","atlanta",2020-07-06,2
"GA","atlanta",2020-07-07,4
"GA","atlanta",2020-07-09,3
"GA","atlanta",2020-07-10,5
"GA","atlanta",2020-07-11,1
"GA","atlanta",2020-07-12,2
"GA","atlanta",2020-07-13,7
"GA","atlanta",2020-07-14,15
"GA","atlanta",2020-07-15,4
"GA","atlanta",2020-07-16,6
"GA","atlanta",2020-07-17,4
"GA","atlanta",2020-07-20,2
"GA","atlanta",2020-07-21,2
"GA","atlanta",2020-07-22,3
"GA","atlanta",2020-07-23,2
"GA","atlanta",2020-07-24,2
"GA","atlanta",2020-07-27,7
"GA","atlanta",2020-07-28,12
"GA","atlanta",2020-07-29,3
"GA","atlanta",2020-07-31,2
"GA","atlanta",2020-08-02,1
"GA","atlanta",2020-08-03,1
"GA","atlanta",2020-08-04,27
"GA","atlanta",2020-08-05,11
"GA","atlanta",2020-08-06,11
"GA","atlanta",2020-08-07,5
"GA","atlanta",2020-08-08,2
"GA","atlanta",2020-08-09,2
"GA","atlanta",2020-08-10,5
"GA","atlanta",2020-08-11,1
"GA","atlanta",2020-08-12,4
"GA","atlanta",2020-08-13,4
"GA","atlanta",2020-08-15,5
"GA","atlanta",2020-08-17,3
"GA","augusta",2020-07-01,2
"GA","augusta",2020-07-09,2
"GA","augusta",2020-07-17,2
"GA","augusta",2020-07-18,2
"GA","augusta",2020-07-30,3
"GA","augusta",2020-08-04,16
"GA","augusta",2020-08-06,2
"GA","augusta",2020-08-12,1
"GA","augusta",2020-08-13,1
"GA","augusta",2020-08-14,1
"GA","columbus",2020-06-27,1
"GA","columbus",2020-07-01,2
"GA","columbus",2020-07-07,2
"GA","columbus",2020-07-08,1
"GA","columbus",2020-07-10,2
"GA","columbus",2020-08-04,8
"GA","columbus",2020-08-07,2
"GA","columbus",2020-08-13,2
"GA","columbus",2020-08-15,2
"GA","johns+creek",2020-06-23,1
"GA","johns+creek",2020-07-02,1
"GA","johns+creek",2020-07-03,1
"GA","johns+creek",2020-07-06,5
"GA","johns+creek",2020-07-07,6
"GA","johns+creek",2020-07-08,2
"GA","johns+creek",2020-07-09,2
"GA","johns+creek",2020-07-10,5
"GA","johns+creek",2020-07-11,1
"GA","johns+creek",2020-07-12,3
"GA","johns+creek",2020-07-13,5
"GA","johns+creek",2020-07-14,12
"GA","johns+creek",2020-07-15,4
"GA","johns+creek",2020-07-16,3
"GA","johns+creek",2020-07-17,5
"GA","johns+creek",2020-07-18,1
"GA","johns+creek",2020-07-20,4
"GA","johns+creek",2020-07-21,3
"GA","johns+creek",2020-07-22,1
"GA","johns+creek",2020-07-23,5
"GA","johns+creek",2020-07-24,4
"GA","johns+creek",2020-07-25,2
"GA","johns+creek",2020-07-27,7
"GA","johns+creek",2020-07-28,14
"GA","johns+creek",2020-07-29,4
"GA","johns+creek",2020-07-31,1
"GA","johns+creek",2020-08-02,1
"GA","johns+creek",2020-08-03,1
"GA","johns+creek",2020-08-04,43
"GA","johns+creek",2020-08-05,2
"GA","johns+creek",2020-08-06,4
"GA","johns+creek",2020-08-07,7
"GA","johns+creek",2020-08-08,6
"GA","johns+creek",2020-08-09,4
"GA","johns+creek",2020-08-10,13
"GA","johns+creek",2020-08-11,3
"GA","johns+creek",2020-08-12,3
"GA","johns+creek",2020-08-13,4
"GA","johns+creek",2020-08-14,3
"GA","johns+creek",2020-08-15,5
"GA","johns+creek",2020-08-17,3
"GA","macon+county",2020-07-13,2
"GA","macon+county",2020-07-16,2
"GA","macon+county",2020-08-04,2
"GA","roswell",2020-06-23,1
"GA","roswell",2020-07-02,1
"GA","roswell",2020-07-06,7
"GA","roswell",2020-07-07,3
"GA","roswell",2020-07-08,2
"GA","roswell",2020-07-09,3
"GA","roswell",2020-07-10,6
"GA","roswell",2020-07-11,1
"GA","roswell",2020-07-12,3
"GA","roswell",2020-07-13,7
"GA","roswell",2020-07-14,14
"GA","roswell",2020-07-15,4
"GA","roswell",2020-07-16,5
"GA","roswell",2020-07-17,3
"GA","roswell",2020-07-18,1
"GA","roswell",2020-07-20,1
"GA","roswell",2020-07-21,1
"GA","roswell",2020-07-22,2
"GA","roswell",2020-07-23,3
"GA","roswell",2020-07-24,4
"GA","roswell",2020-07-25,2
"GA","roswell",2020-07-27,7
"GA","roswell",2020-07-28,16
"GA","roswell",2020-07-29,3
"GA","roswell",2020-07-31,1
"GA","roswell",2020-08-02,1
"GA","roswell",2020-08-03,1
"GA","roswell",2020-08-04,37
"GA","roswell",2020-08-05,4
"GA","roswell",2020-08-06,4
"GA","roswell",2020-08-07,5
"GA","roswell",2020-08-08,3
"GA","roswell",2020-08-09,4
"GA","roswell",2020-08-10,9
"GA","roswell",2020-08-11,4
"GA","roswell",2020-08-12,3
"GA","roswell",2020-08-13,2
"GA","roswell",2020-08-14,3
"GA","roswell",2020-08-15,5
"GA","roswell",2020-08-17,4
"GA","sandy+springs",2020-06-23,1
"GA","sandy+springs",2020-06-25,1
"GA","sandy+springs",2020-06-29,1
"GA","sandy+springs",2020-07-02,1
"GA","sandy+springs",2020-07-03,1
"GA","sandy+springs",2020-07-06,3
"GA","sandy+springs",2020-07-07,2
"GA","sandy+springs",2020-07-08,2
"GA","sandy+springs",2020-07-09,4
"GA","sandy+springs",2020-07-10,8
"GA","sandy+springs",2020-07-11,1
"GA","sandy+springs",2020-07-12,2
"GA","sandy+springs",2020-07-13,6
"GA","sandy+springs",2020-07-14,11
"GA","sandy+springs",2020-07-15,5
"GA","sandy+springs",2020-07-16,6
"GA","sandy+springs",2020-07-17,4
"GA","sandy+springs",2020-07-20,1
"GA","sandy+springs",2020-07-21,2
"GA","sandy+springs",2020-07-22,2
"GA","sandy+springs",2020-07-23,5
"GA","sandy+springs",2020-07-27,7
"GA","sandy+springs",2020-07-28,15
"GA","sandy+springs",2020-07-29,3
"GA","sandy+springs",2020-07-31,2
"GA","sandy+springs",2020-08-02,1
"GA","sandy+springs",2020-08-03,1
"GA","sandy+springs",2020-08-04,34
"GA","sandy+springs",2020-08-05,4
"GA","sandy+springs",2020-08-06,5
"GA","sandy+springs",2020-08-07,4
"GA","sandy+springs",2020-08-08,4
"GA","sandy+springs",2020-08-09,5
"GA","sandy+springs",2020-08-10,10
"GA","sandy+springs",2020-08-11,5
"GA","sandy+springs",2020-08-12,3
"GA","sandy+springs",2020-08-13,3
"GA","sandy+springs",2020-08-14,1
"GA","sandy+springs",2020-08-15,7
"GA","sandy+springs",2020-08-17,5
"GA","savannah",2020-06-25,1
"GA","savannah",2020-06-28,1
"GA","savannah",2020-06-29,2
"GA","savannah",2020-07-02,2
"GA","savannah",2020-08-04,10
"GA","savannah",2020-08-05,2
"GA","savannah",2020-08-06,4
"GA","savannah",2020-08-08,1
"GA","savannah",2020-08-12,1
"GA","savannah",2020-08-13,2
"GA","savannah",2020-08-14,1
"GA","savannah",2020-08-17,1
"HI","east+honolulu",2020-06-24,1
"HI","east+honolulu",2020-07-02,2
"HI","east+honolulu",2020-07-13,2
"HI","east+honolulu",2020-07-14,2
"HI","east+honolulu",2020-07-29,1
"HI","east+honolulu",2020-08-05,2
"HI","east+honolulu",2020-08-07,2
"HI","east+honolulu",2020-08-09,1
"HI","east+honolulu",2020-08-11,1
"HI","east+honolulu",2020-08-12,1
"HI","east+honolulu",2020-08-17,3
"HI","ewa+gentry",2020-06-24,1
"HI","ewa+gentry",2020-07-02,2
"HI","ewa+gentry",2020-07-13,2
"HI","ewa+gentry",2020-07-14,2
"HI","ewa+gentry",2020-07-29,1
"HI","ewa+gentry",2020-08-05,2
"HI","ewa+gentry",2020-08-07,2
"HI","ewa+gentry",2020-08-09,1
"HI","ewa+gentry",2020-08-11,2
"HI","ewa+gentry",2020-08-12,1
"HI","ewa+gentry",2020-08-17,3
"HI","hilo",2020-08-13,1
"HI","honolulu",2020-06-24,1
"HI","honolulu",2020-07-02,2
"HI","honolulu",2020-07-13,2
"HI","honolulu",2020-07-14,2
"HI","honolulu",2020-08-05,2
"HI","honolulu",2020-08-07,2
"HI","honolulu",2020-08-09,1
"HI","honolulu",2020-08-11,2
"HI","honolulu",2020-08-12,1
"HI","honolulu",2020-08-17,3
"HI","kahului",2020-07-15,2
"HI","kailua",2020-06-24,1
"HI","kailua",2020-07-02,2
"HI","kailua",2020-07-10,2
"HI","kailua",2020-07-13,1
"HI","kailua",2020-07-14,2
"HI","kailua",2020-07-29,1
"HI","kailua",2020-08-05,2
"HI","kailua",2020-08-07,2
"HI","kailua",2020-08-09,1
"HI","kailua",2020-08-11,2
"HI","kailua",2020-08-12,1
"HI","kailua",2020-08-17,3
"HI","kaneohe",2020-06-24,1
"HI","kaneohe",2020-07-02,2
"HI","kaneohe",2020-07-10,1
"HI","kaneohe",2020-07-13,2
"HI","kaneohe",2020-07-14,2
"HI","kaneohe",2020-07-29,1
"HI","kaneohe",2020-08-05,2
"HI","kaneohe",2020-08-07,2
"HI","kaneohe",2020-08-09,1
"HI","kaneohe",2020-08-11,2
"HI","kaneohe",2020-08-12,1
"HI","kaneohe",2020-08-17,3
"HI","mililani+town",2020-06-24,1
"HI","mililani+town",2020-07-02,2
"HI","mililani+town",2020-07-13,2
"HI","mililani+town",2020-07-14,2
"HI","mililani+town",2020-08-05,2
"HI","mililani+town",2020-08-07,2
"HI","mililani+town",2020-08-09,1
"HI","mililani+town",2020-08-11,2
"HI","mililani+town",2020-08-12,1
"HI","mililani+town",2020-08-17,3
"HI","pearl+city",2020-06-24,1
"HI","pearl+city",2020-07-02,2
"HI","pearl+city",2020-07-13,2
"HI","pearl+city",2020-07-14,2
"HI","pearl+city",2020-08-05,2
"HI","pearl+city",2020-08-07,2
"HI","pearl+city",2020-08-09,1
"HI","pearl+city",2020-08-11,2
"HI","pearl+city",2020-08-12,1
"HI","pearl+city",2020-08-17,3
"HI","waipahu",2020-06-24,1
"HI","waipahu",2020-07-02,2
"HI","waipahu",2020-07-13,2
"HI","waipahu",2020-07-14,2
"HI","waipahu",2020-08-05,2
"HI","waipahu",2020-08-07,2
"HI","waipahu",2020-08-09,1
"HI","waipahu",2020-08-11,2
"HI","waipahu",2020-08-12,1
"HI","waipahu",2020-08-17,3
"IA","ames",2020-06-26,1
"IA","ames",2020-07-03,2
"IA","ames",2020-08-04,2
"IA","ames",2020-08-07,2
"IA","ames",2020-08-10,2
"IA","ames",2020-08-15,1
"IA","ames",2020-08-17,1
"IA","ankeny",2020-06-23,1
"IA","ankeny",2020-06-24,1
"IA","ankeny",2020-06-26,1
"IA","ankeny",2020-07-03,2
"IA","ankeny",2020-08-04,7
"IA","ankeny",2020-08-07,2
"IA","ankeny",2020-08-09,1
"IA","ankeny",2020-08-10,2
"IA","ankeny",2020-08-12,3
"IA","ankeny",2020-08-13,1
"IA","ankeny",2020-08-14,1
"IA","ankeny",2020-08-15,1
"IA","ankeny",2020-08-16,1
"IA","ankeny",2020-08-17,2
"IA","cedar+rapids",2020-06-26,1
"IA","cedar+rapids",2020-07-17,2
"IA","cedar+rapids",2020-08-04,18
"IA","cedar+rapids",2020-08-06,3
"IA","cedar+rapids",2020-08-07,4
"IA","cedar+rapids",2020-08-10,2
"IA","cedar+rapids",2020-08-13,2
"IA","cedar+rapids",2020-08-15,1
"IA","cedar+rapids",2020-08-17,1
"IA","council+bluffs",2020-06-21,2
"IA","council+bluffs",2020-06-24,1
"IA","council+bluffs",2020-07-11,2
"IA","council+bluffs",2020-07-17,2
"IA","council+bluffs",2020-07-18,4
"IA","council+bluffs",2020-07-30,2
"IA","council+bluffs",2020-08-04,12
"IA","council+bluffs",2020-08-05,6
"IA","council+bluffs",2020-08-06,4
"IA","council+bluffs",2020-08-07,4
"IA","council+bluffs",2020-08-08,1
"IA","council+bluffs",2020-08-12,1
"IA","council+bluffs",2020-08-13,1
"IA","council+bluffs",2020-08-14,2
"IA","council+bluffs",2020-08-15,1
"IA","council+bluffs",2020-08-17,1
"IA","davenport",2020-06-26,1
"IA","davenport",2020-07-06,1
"IA","davenport",2020-07-16,1
"IA","davenport",2020-08-04,4
"IA","des+moines",2020-06-23,1
"IA","des+moines",2020-06-24,1
"IA","des+moines",2020-06-30,2
"IA","des+moines",2020-07-07,1
"IA","des+moines",2020-07-14,1
"IA","des+moines",2020-07-17,2
"IA","des+moines",2020-08-04,7
"IA","des+moines",2020-08-07,2
"IA","des+moines",2020-08-09,1
"IA","des+moines",2020-08-10,2
"IA","des+moines",2020-08-12,3
"IA","des+moines",2020-08-13,1
"IA","des+moines",2020-08-14,1
"IA","des+moines",2020-08-15,1
"IA","des+moines",2020-08-16,1
"IA","des+moines",2020-08-17,2
"IA","iowa+city",2020-06-26,1
"IA","iowa+city",2020-07-16,2
"IA","iowa+city",2020-08-04,16
"IA","iowa+city",2020-08-06,2
"IA","iowa+city",2020-08-07,4
"IA","iowa+city",2020-08-10,2
"IA","iowa+city",2020-08-13,2
"IA","iowa+city",2020-08-15,2
"IA","iowa+city",2020-08-17,1
"IA","sioux+city",2020-08-04,2
"IA","waterloo",2020-07-08,2
"IA","waterloo",2020-07-17,2
"IA","waterloo",2020-08-04,4
"IA","west+des+moines",2020-06-23,1
"IA","west+des+moines",2020-06-24,1
"IA","west+des+moines",2020-07-14,2
"IA","west+des+moines",2020-07-17,2
"IA","west+des+moines",2020-08-04,7
"IA","west+des+moines",2020-08-07,2
"IA","west+des+moines",2020-08-09,1
"IA","west+des+moines",2020-08-10,2
"IA","west+des+moines",2020-08-12,3
"IA","west+des+moines",2020-08-13,1
"IA","west+des+moines",2020-08-14,1
"IA","west+des+moines",2020-08-15,1
"IA","west+des+moines",2020-08-16,1
"IA","west+des+moines",2020-08-17,2
"ID","boise",2020-07-02,2
"ID","boise",2020-07-05,1
"ID","boise",2020-07-13,4
"ID","boise",2020-07-14,2
"ID","boise",2020-07-17,1
"ID","boise",2020-07-23,4
"ID","boise",2020-08-04,21
"ID","boise",2020-08-05,2
"ID","boise",2020-08-06,2
"ID","boise",2020-08-08,1
"ID","boise",2020-08-09,2
"ID","boise",2020-08-10,3
"ID","boise",2020-08-11,2
"ID","boise",2020-08-12,2
"ID","boise",2020-08-13,3
"ID","boise",2020-08-14,5
"ID","boise",2020-08-17,1
"ID","caldwell",2020-06-28,1
"ID","caldwell",2020-07-05,1
"ID","caldwell",2020-07-13,1
"ID","caldwell",2020-07-14,2
"ID","caldwell",2020-07-17,3
"ID","caldwell",2020-07-23,2
"ID","caldwell",2020-08-04,21
"ID","caldwell",2020-08-05,2
"ID","caldwell",2020-08-06,2
"ID","caldwell",2020-08-07,2
"ID","caldwell",2020-08-08,1
"ID","caldwell",2020-08-09,2
"ID","caldwell",2020-08-10,1
"ID","caldwell",2020-08-11,2
"ID","caldwell",2020-08-12,2
"ID","caldwell",2020-08-13,1
"ID","caldwell",2020-08-14,4
"ID","caldwell",2020-08-17,1
"ID","coeur+d'alene",2020-07-01,1
"ID","coeur+d'alene",2020-07-04,2
"ID","coeur+d'alene",2020-07-08,2
"ID","coeur+d'alene",2020-07-14,2
"ID","coeur+d'alene",2020-08-04,4
"ID","coeur+d'alene",2020-08-12,1
"ID","coeur+d'alene",2020-08-13,1
"ID","coeur+d'alene",2020-08-15,1
"ID","idaho+falls",2020-07-14,2
"ID","idaho+falls",2020-08-04,4
"ID","idaho+falls",2020-08-16,1
"ID","idaho+falls",2020-08-17,2
"ID","lewiston",2020-07-12,2
"ID","lewiston",2020-08-05,2
"ID","lewiston",2020-08-09,3
"ID","meridian",2020-06-28,1
"ID","meridian",2020-07-02,2
"ID","meridian",2020-07-05,1
"ID","meridian",2020-07-09,1
"ID","meridian",2020-07-13,2
"ID","meridian",2020-07-14,1
"ID","meridian",2020-07-17,1
"ID","meridian",2020-07-23,4
"ID","meridian",2020-08-04,21
"ID","meridian",2020-08-05,2
"ID","meridian",2020-08-06,1
"ID","meridian",2020-08-07,2
"ID","meridian",2020-08-08,1
"ID","meridian",2020-08-09,2
"ID","meridian",2020-08-10,2
"ID","meridian",2020-08-11,2
"ID","meridian",2020-08-12,2
"ID","meridian",2020-08-13,3
"ID","meridian",2020-08-14,5
"ID","nampa",2020-06-28,1
"ID","nampa",2020-07-02,2
"ID","nampa",2020-07-05,1
"ID","nampa",2020-07-09,1
"ID","nampa",2020-07-14,1
"ID","nampa",2020-07-17,3
"ID","nampa",2020-07-23,4
"ID","nampa",2020-08-04,21
"ID","nampa",2020-08-05,2
"ID","nampa",2020-08-06,2
"ID","nampa",2020-08-07,1
"ID","nampa",2020-08-08,1
"ID","nampa",2020-08-09,1
"ID","nampa",2020-08-10,3
"ID","nampa",2020-08-11,2
"ID","nampa",2020-08-12,2
"ID","nampa",2020-08-13,3
"ID","nampa",2020-08-14,5
"ID","nampa",2020-08-17,1
"ID","pocatello",2020-07-14,2
"ID","pocatello",2020-08-04,2
"ID","pocatello",2020-08-16,1
"ID","pocatello",2020-08-17,1
"ID","post+falls",2020-07-01,1
"ID","post+falls",2020-07-04,2
"ID","post+falls",2020-07-08,2
"ID","post+falls",2020-07-14,2
"ID","post+falls",2020-07-24,1
"ID","post+falls",2020-08-04,4
"ID","post+falls",2020-08-11,1
"ID","post+falls",2020-08-12,1
"ID","post+falls",2020-08-13,3
"ID","post+falls",2020-08-14,1
"ID","post+falls",2020-08-15,1
"ID","post+falls",2020-08-17,1
"ID","twin+falls",2020-07-12,2
"ID","twin+falls",2020-07-31,1
"IL","aurora",2020-07-02,2
"IL","aurora",2020-07-04,2
"IL","aurora",2020-07-05,2
"IL","aurora",2020-07-06,2
"IL","aurora",2020-07-07,2
"IL","aurora",2020-07-08,3
"IL","aurora",2020-07-09,1
"IL","aurora",2020-07-10,2
"IL","aurora",2020-07-14,1
"IL","aurora",2020-07-15,1
"IL","aurora",2020-07-16,1
"IL","aurora",2020-07-17,5
"IL","aurora",2020-07-18,1
"IL","aurora",2020-07-19,2
"IL","aurora",2020-07-23,1
"IL","aurora",2020-07-24,1
"IL","aurora",2020-07-27,1
"IL","aurora",2020-07-30,1
"IL","aurora",2020-08-04,44
"IL","aurora",2020-08-05,5
"IL","aurora",2020-08-06,4
"IL","aurora",2020-08-07,5
"IL","aurora",2020-08-08,11
"IL","aurora",2020-08-09,5
"IL","aurora",2020-08-10,4
"IL","aurora",2020-08-11,1
"IL","aurora",2020-08-12,2
"IL","aurora",2020-08-13,3
"IL","aurora",2020-08-14,1
"IL","aurora",2020-08-15,1
"IL","aurora",2020-08-16,1
