"mobile","al","nanny","Nanny Housekeeper","The IRBY GroupMobile, AL","4","Mon Aug 03 21:18:40 2020",17,20,"NA","NA"
"mobile","al","nanny","Nanny Housekeeper","The IRBY GroupMobile, AL","4","Mon Aug 03 21:18:40 2020",17,20,"NA","NA"
"mobile","al","nanny","Nanny Housekeeper","The IRBY GroupMobile, AL","4","Mon Aug 03 21:18:40 2020",17,20,"NA","NA"
"mobile","al","nanny","Nanny Housekeeper","The IRBY GroupMobile, AL","4","Mon Aug 03 21:18:40 2020",17,20,"NA","NA"
"mobile","al","nanny","Nanny Housekeeper","The IRBY GroupMobile, AL","4","Mon Aug 03 21:18:40 2020",17,20,"NA","NA"
"anchorage","ak","nanny","Babysitter/Nanny","Denali Night NanniesAnchorage, AK 99523 (Campbell Park area)+1 location","27","Mon Aug 03 21:19:31 2020",12,15,"NA","NA"
"anchorage","ak","nanny","Babysitter/Nanny","Denali Night NanniesAnchorage, AK 99523 (Campbell Park area)+1 location","27","Mon Aug 03 21:19:31 2020",12,15,"NA","NA"
"anchorage","ak","nanny","Babysitter/Nanny","Denali Night NanniesAnchorage, AK 99523 (Campbell Park area)+1 location","27","Mon Aug 03 21:19:31 2020",12,15,"NA","NA"
"anchorage","ak","nanny","Babysitter/Nanny","Denali Night NanniesAnchorage, AK 99523 (Campbell Park area)+1 location","27","Mon Aug 03 21:19:31 2020",12,15,"NA","NA"
"anchorage","ak","nanny","Babysitter/Nanny","Denali Night NanniesAnchorage, AK 99523 (Campbell Park area)+1 location","27","Mon Aug 03 21:19:31 2020",12,15,"NA","NA"
"knik-fairview","ak","nanny","Babysitter/Nanny","Denali Night NanniesWasilla, AK+2 locations","27","Mon Aug 03 21:19:43 2020",12,15,"NA","NA"
"knik-fairview","ak","nanny","Babysitter/Nanny","Denali Night NanniesWasilla, AK+2 locations","27","Mon Aug 03 21:19:43 2020",12,15,"NA","NA"
"knik-fairview","ak","nanny","Babysitter/Nanny","Denali Night NanniesWasilla, AK+2 locations","27","Mon Aug 03 21:19:43 2020",12,15,"NA","NA"
"knik-fairview","ak","nanny","Babysitter/Nanny","Denali Night NanniesWasilla, AK+2 locations","27","Mon Aug 03 21:19:43 2020",12,15,"NA","NA"
