"state","city","datePosted","warehouse_jobsPosted"
"MI","detroit",2020-07-29,9
"MI","detroit",2020-07-30,8
"MI","detroit",2020-07-31,9
"MI","detroit",2020-08-01,3
"MI","detroit",2020-08-02,1
"MI","detroit",2020-08-03,5
"MI","detroit",2020-08-04,1
"MI","detroit",2020-08-05,4
"MI","detroit",2020-08-06,4
"MI","detroit",2020-08-07,8
"MI","detroit",2020-08-08,3
"MI","detroit",2020-08-09,1
"MI","detroit",2020-08-10,2
"MI","detroit",2020-08-11,4
"MI","detroit",2020-08-12,2
"MI","detroit",2020-08-13,6
"MI","detroit",2020-08-14,6
"MI","detroit",2020-08-15,1
"MI","detroit",2020-08-17,2
"MI","flint",2020-06-22,2
"MI","flint",2020-06-25,1
"MI","flint",2020-06-26,1
"MI","flint",2020-06-28,1
"MI","flint",2020-06-29,2
"MI","flint",2020-06-30,3
"MI","flint",2020-07-01,3
"MI","flint",2020-07-02,1
"MI","flint",2020-07-07,2
"MI","flint",2020-07-08,5
"MI","flint",2020-07-09,1
"MI","flint",2020-07-10,3
"MI","flint",2020-07-12,2
"MI","flint",2020-07-13,2
"MI","flint",2020-07-14,6
"MI","flint",2020-07-15,9
"MI","flint",2020-07-16,3
"MI","flint",2020-07-17,7
"MI","flint",2020-07-18,3
"MI","flint",2020-07-20,4
"MI","flint",2020-07-21,6
"MI","flint",2020-07-22,9
"MI","flint",2020-07-23,9
"MI","flint",2020-07-24,9
"MI","flint",2020-07-25,4
"MI","flint",2020-07-27,10
"MI","flint",2020-07-28,6
"MI","flint",2020-07-29,7
"MI","flint",2020-07-30,15
"MI","flint",2020-07-31,4
"MI","flint",2020-08-01,5
"MI","flint",2020-08-03,3
"MI","flint",2020-08-04,5
"MI","flint",2020-08-05,6
"MI","flint",2020-08-06,2
"MI","flint",2020-08-07,3
"MI","flint",2020-08-08,3
"MI","flint",2020-08-10,5
"MI","flint",2020-08-11,2
"MI","flint",2020-08-12,4
"MI","flint",2020-08-13,3
"MI","flint",2020-08-14,4
"MI","flint",2020-08-15,3
"MI","flint",2020-08-17,2
"MI","grand+rapids",2020-06-23,1
"MI","grand+rapids",2020-06-25,1
"MI","grand+rapids",2020-06-30,2
"MI","grand+rapids",2020-07-02,1
"MI","grand+rapids",2020-07-06,1
"MI","grand+rapids",2020-07-07,2
"MI","grand+rapids",2020-07-08,5
"MI","grand+rapids",2020-07-09,6
"MI","grand+rapids",2020-07-10,5
"MI","grand+rapids",2020-07-11,3
"MI","grand+rapids",2020-07-13,2
"MI","grand+rapids",2020-07-14,6
"MI","grand+rapids",2020-07-15,9
"MI","grand+rapids",2020-07-16,6
"MI","grand+rapids",2020-07-17,4
"MI","grand+rapids",2020-07-18,3
"MI","grand+rapids",2020-07-20,5
"MI","grand+rapids",2020-07-21,3
"MI","grand+rapids",2020-07-22,10
"MI","grand+rapids",2020-07-23,9
"MI","grand+rapids",2020-07-24,11
"MI","grand+rapids",2020-07-25,4
"MI","grand+rapids",2020-07-26,1
"MI","grand+rapids",2020-07-27,11
"MI","grand+rapids",2020-07-28,2
"MI","grand+rapids",2020-07-29,5
"MI","grand+rapids",2020-07-30,3
"MI","grand+rapids",2020-07-31,11
"MI","grand+rapids",2020-08-01,3
"MI","grand+rapids",2020-08-02,1
"MI","grand+rapids",2020-08-03,1
"MI","grand+rapids",2020-08-04,3
"MI","grand+rapids",2020-08-05,5
"MI","grand+rapids",2020-08-06,5
"MI","grand+rapids",2020-08-07,12
"MI","grand+rapids",2020-08-08,6
"MI","grand+rapids",2020-08-09,4
"MI","grand+rapids",2020-08-10,3
"MI","grand+rapids",2020-08-11,2
"MI","grand+rapids",2020-08-12,1
"MI","grand+rapids",2020-08-13,3
"MI","grand+rapids",2020-08-14,2
"MI","grand+rapids",2020-08-15,4
"MI","grand+rapids",2020-08-17,4
"MI","lansing",2020-06-22,2
"MI","lansing",2020-06-24,1
"MI","lansing",2020-06-26,4
"MI","lansing",2020-06-27,1
"MI","lansing",2020-06-29,2
"MI","lansing",2020-07-01,1
"MI","lansing",2020-07-02,4
"MI","lansing",2020-07-06,2
"MI","lansing",2020-07-07,5
"MI","lansing",2020-07-08,3
"MI","lansing",2020-07-09,3
"MI","lansing",2020-07-10,7
"MI","lansing",2020-07-13,6
"MI","lansing",2020-07-14,6
"MI","lansing",2020-07-15,14
"MI","lansing",2020-07-16,11
"MI","lansing",2020-07-17,7
"MI","lansing",2020-07-18,3
"MI","lansing",2020-07-19,2
"MI","lansing",2020-07-20,6
"MI","lansing",2020-07-21,9
"MI","lansing",2020-07-22,5
"MI","lansing",2020-07-23,5
"MI","lansing",2020-07-24,13
"MI","lansing",2020-07-25,6
"MI","lansing",2020-07-27,7
"MI","lansing",2020-07-28,9
"MI","lansing",2020-07-29,8
"MI","lansing",2020-07-30,3
"MI","lansing",2020-07-31,6
"MI","lansing",2020-08-01,7
"MI","lansing",2020-08-03,2
"MI","lansing",2020-08-04,6
"MI","lansing",2020-08-05,4
"MI","lansing",2020-08-06,2
"MI","lansing",2020-08-07,1
"MI","lansing",2020-08-08,6
"MI","lansing",2020-08-10,8
"MI","lansing",2020-08-11,3
"MI","lansing",2020-08-12,6
"MI","lansing",2020-08-13,3
"MI","lansing",2020-08-14,5
"MI","lansing",2020-08-15,2
"MI","lansing",2020-08-17,2
"MI","livonia",2020-06-22,2
"MI","livonia",2020-06-23,2
"MI","livonia",2020-06-25,2
"MI","livonia",2020-06-29,1
"MI","livonia",2020-07-02,3
"MI","livonia",2020-07-05,1
"MI","livonia",2020-07-08,3
"MI","livonia",2020-07-09,3
"MI","livonia",2020-07-10,2
"MI","livonia",2020-07-11,6
"MI","livonia",2020-07-12,2
"MI","livonia",2020-07-14,4
"MI","livonia",2020-07-15,11
"MI","livonia",2020-07-16,6
"MI","livonia",2020-07-17,4
"MI","livonia",2020-07-18,10
"MI","livonia",2020-07-19,2
"MI","livonia",2020-07-20,21
"MI","livonia",2020-07-21,2
"MI","livonia",2020-07-22,2
"MI","livonia",2020-07-23,11
"MI","livonia",2020-07-24,6
"MI","livonia",2020-07-25,4
"MI","livonia",2020-07-27,6
"MI","livonia",2020-07-28,2
"MI","livonia",2020-07-29,12
"MI","livonia",2020-07-30,12
"MI","livonia",2020-07-31,3
"MI","livonia",2020-08-01,3
"MI","livonia",2020-08-02,1
"MI","livonia",2020-08-03,8
"MI","livonia",2020-08-04,3
"MI","livonia",2020-08-05,4
"MI","livonia",2020-08-06,5
"MI","livonia",2020-08-07,7
"MI","livonia",2020-08-08,4
"MI","livonia",2020-08-09,1
"MI","livonia",2020-08-10,5
"MI","livonia",2020-08-11,3
"MI","livonia",2020-08-12,1
"MI","livonia",2020-08-13,6
"MI","livonia",2020-08-14,4
"MI","livonia",2020-08-15,2
"MI","livonia",2020-08-17,6
"MI","sterling+heights",2020-06-22,2
"MI","sterling+heights",2020-06-23,2
"MI","sterling+heights",2020-06-25,1
"MI","sterling+heights",2020-06-29,2
"MI","sterling+heights",2020-07-01,2
"MI","sterling+heights",2020-07-03,1
"MI","sterling+heights",2020-07-07,8
"MI","sterling+heights",2020-07-08,9
"MI","sterling+heights",2020-07-09,3
"MI","sterling+heights",2020-07-10,4
"MI","sterling+heights",2020-07-11,2
"MI","sterling+heights",2020-07-12,2
"MI","sterling+heights",2020-07-13,2
"MI","sterling+heights",2020-07-14,9
"MI","sterling+heights",2020-07-15,6
"MI","sterling+heights",2020-07-16,1
"MI","sterling+heights",2020-07-17,5
"MI","sterling+heights",2020-07-18,16
"MI","sterling+heights",2020-07-19,2
"MI","sterling+heights",2020-07-20,10
"MI","sterling+heights",2020-07-21,3
"MI","sterling+heights",2020-07-22,5
"MI","sterling+heights",2020-07-23,8
"MI","sterling+heights",2020-07-24,7
"MI","sterling+heights",2020-07-25,2
"MI","sterling+heights",2020-07-27,10
"MI","sterling+heights",2020-07-28,5
"MI","sterling+heights",2020-07-29,11
"MI","sterling+heights",2020-07-30,5
"MI","sterling+heights",2020-07-31,5
"MI","sterling+heights",2020-08-01,10
"MI","sterling+heights",2020-08-03,3
"MI","sterling+heights",2020-08-04,1
"MI","sterling+heights",2020-08-05,10
"MI","sterling+heights",2020-08-06,3
"MI","sterling+heights",2020-08-07,5
"MI","sterling+heights",2020-08-08,4
"MI","sterling+heights",2020-08-09,2
"MI","sterling+heights",2020-08-10,6
"MI","sterling+heights",2020-08-11,5
"MI","sterling+heights",2020-08-12,1
"MI","sterling+heights",2020-08-13,4
"MI","sterling+heights",2020-08-14,4
"MI","sterling+heights",2020-08-15,2
"MI","sterling+heights",2020-08-17,7
"MI","troy",2020-06-21,1
"MI","troy",2020-06-22,1
"MI","troy",2020-06-23,2
"MI","troy",2020-06-25,2
"MI","troy",2020-06-29,2
"MI","troy",2020-07-01,2
"MI","troy",2020-07-03,1
"MI","troy",2020-07-06,1
"MI","troy",2020-07-07,2
"MI","troy",2020-07-08,5
"MI","troy",2020-07-09,5
"MI","troy",2020-07-10,3
"MI","troy",2020-07-11,5
"MI","troy",2020-07-12,4
"MI","troy",2020-07-13,1
"MI","troy",2020-07-14,4
"MI","troy",2020-07-15,5
"MI","troy",2020-07-16,7
"MI","troy",2020-07-17,9
"MI","troy",2020-07-18,17
"MI","troy",2020-07-19,2
"MI","troy",2020-07-20,9
"MI","troy",2020-07-21,2
"MI","troy",2020-07-22,8
"MI","troy",2020-07-23,8
"MI","troy",2020-07-24,4
"MI","troy",2020-07-27,11
"MI","troy",2020-07-28,12
"MI","troy",2020-07-29,8
"MI","troy",2020-07-30,6
"MI","troy",2020-07-31,6
"MI","troy",2020-08-01,2
"MI","troy",2020-08-03,8
"MI","troy",2020-08-04,3
"MI","troy",2020-08-05,6
"MI","troy",2020-08-06,3
"MI","troy",2020-08-07,5
"MI","troy",2020-08-08,3
"MI","troy",2020-08-09,1
"MI","troy",2020-08-10,6
"MI","troy",2020-08-11,2
"MI","troy",2020-08-12,2
"MI","troy",2020-08-13,5
"MI","troy",2020-08-14,2
"MI","troy",2020-08-15,2
"MI","troy",2020-08-17,6
"MI","warren",2020-06-22,2
"MI","warren",2020-06-24,1
"MI","warren",2020-06-25,1
"MI","warren",2020-06-26,1
"MI","warren",2020-06-27,1
"MI","warren",2020-06-29,1
"MI","warren",2020-07-01,1
"MI","warren",2020-07-03,2
"MI","warren",2020-07-07,3
"MI","warren",2020-07-08,5
"MI","warren",2020-07-09,4
"MI","warren",2020-07-10,1
"MI","warren",2020-07-11,3
"MI","warren",2020-07-12,4
"MI","warren",2020-07-13,1
"MI","warren",2020-07-14,10
"MI","warren",2020-07-15,4
"MI","warren",2020-07-16,6
"MI","warren",2020-07-17,7
"MI","warren",2020-07-18,23
"MI","warren",2020-07-20,11
"MI","warren",2020-07-21,3
"MI","warren",2020-07-22,6
"MI","warren",2020-07-23,12
"MI","warren",2020-07-24,7
"MI","warren",2020-07-25,1
"MI","warren",2020-07-27,7
"MI","warren",2020-07-28,2
"MI","warren",2020-07-29,8
"MI","warren",2020-07-30,7
"MI","warren",2020-07-31,6
"MI","warren",2020-08-01,7
"MI","warren",2020-08-03,5
"MI","warren",2020-08-04,4
"MI","warren",2020-08-05,14
"MI","warren",2020-08-06,1
"MI","warren",2020-08-07,7
"MI","warren",2020-08-09,1
"MI","warren",2020-08-10,4
"MI","warren",2020-08-12,2
"MI","warren",2020-08-13,6
"MI","warren",2020-08-14,6
"MI","warren",2020-08-15,4
"MI","warren",2020-08-17,3
"MN","bloomington",2020-06-25,1
"MN","bloomington",2020-06-26,1
"MN","bloomington",2020-06-27,1
"MN","bloomington",2020-06-29,1
"MN","bloomington",2020-06-30,1
"MN","bloomington",2020-07-01,3
"MN","bloomington",2020-07-02,1
"MN","bloomington",2020-07-03,2
"MN","bloomington",2020-07-04,1
"MN","bloomington",2020-07-07,3
"MN","bloomington",2020-07-08,3
"MN","bloomington",2020-07-09,3
"MN","bloomington",2020-07-10,3
"MN","bloomington",2020-07-11,1
"MN","bloomington",2020-07-13,6
"MN","bloomington",2020-07-14,8
"MN","bloomington",2020-07-15,8
"MN","bloomington",2020-07-16,8
"MN","bloomington",2020-07-17,12
"MN","bloomington",2020-07-18,6
"MN","bloomington",2020-07-20,11
"MN","bloomington",2020-07-21,7
"MN","bloomington",2020-07-22,8
"MN","bloomington",2020-07-23,9
"MN","bloomington",2020-07-24,7
"MN","bloomington",2020-07-25,5
"MN","bloomington",2020-07-26,1
"MN","bloomington",2020-07-27,8
"MN","bloomington",2020-07-28,3
"MN","bloomington",2020-07-29,3
"MN","bloomington",2020-07-30,4
"MN","bloomington",2020-07-31,9
"MN","bloomington",2020-08-01,12
"MN","bloomington",2020-08-02,1
"MN","bloomington",2020-08-03,3
"MN","bloomington",2020-08-04,5
"MN","bloomington",2020-08-05,6
"MN","bloomington",2020-08-06,6
"MN","bloomington",2020-08-07,5
"MN","bloomington",2020-08-08,5
"MN","bloomington",2020-08-10,4
"MN","bloomington",2020-08-11,7
"MN","bloomington",2020-08-12,2
"MN","bloomington",2020-08-13,5
"MN","bloomington",2020-08-14,2
"MN","bloomington",2020-08-15,3
"MN","bloomington",2020-08-16,1
"MN","bloomington",2020-08-17,4
"MN","brooklyn+park",2020-06-24,1
"MN","brooklyn+park",2020-06-25,1
"MN","brooklyn+park",2020-06-26,2
"MN","brooklyn+park",2020-06-29,1
"MN","brooklyn+park",2020-06-30,1
"MN","brooklyn+park",2020-07-01,2
"MN","brooklyn+park",2020-07-02,2
"MN","brooklyn+park",2020-07-03,1
"MN","brooklyn+park",2020-07-07,5
"MN","brooklyn+park",2020-07-08,5
"MN","brooklyn+park",2020-07-09,5
"MN","brooklyn+park",2020-07-10,3
"MN","brooklyn+park",2020-07-11,1
"MN","brooklyn+park",2020-07-13,5
"MN","brooklyn+park",2020-07-14,10
"MN","brooklyn+park",2020-07-15,13
"MN","brooklyn+park",2020-07-16,4
"MN","brooklyn+park",2020-07-17,14
"MN","brooklyn+park",2020-07-18,2
"MN","brooklyn+park",2020-07-20,11
"MN","brooklyn+park",2020-07-21,11
"MN","brooklyn+park",2020-07-22,8
"MN","brooklyn+park",2020-07-23,13
"MN","brooklyn+park",2020-07-24,10
"MN","brooklyn+park",2020-07-25,2
"MN","brooklyn+park",2020-07-27,9
"MN","brooklyn+park",2020-07-28,7
"MN","brooklyn+park",2020-07-29,4
"MN","brooklyn+park",2020-07-30,9
"MN","brooklyn+park",2020-07-31,11
"MN","brooklyn+park",2020-08-01,6
"MN","brooklyn+park",2020-08-02,2
"MN","brooklyn+park",2020-08-03,3
"MN","brooklyn+park",2020-08-04,5
"MN","brooklyn+park",2020-08-05,9
"MN","brooklyn+park",2020-08-06,4
"MN","brooklyn+park",2020-08-07,9
"MN","brooklyn+park",2020-08-08,4
"MN","brooklyn+park",2020-08-10,8
"MN","brooklyn+park",2020-08-11,6
"MN","brooklyn+park",2020-08-12,3
"MN","brooklyn+park",2020-08-13,3
"MN","brooklyn+park",2020-08-14,3
"MN","brooklyn+park",2020-08-15,2
"MN","brooklyn+park",2020-08-17,7
"MN","duluth",2020-06-23,2
"MN","duluth",2020-06-26,1
"MN","duluth",2020-07-01,1
"MN","duluth",2020-07-08,6
"MN","duluth",2020-07-09,3
"MN","duluth",2020-07-10,3
"MN","duluth",2020-07-13,1
"MN","duluth",2020-07-14,10
"MN","duluth",2020-07-15,8
"MN","duluth",2020-07-17,16
"MN","duluth",2020-07-19,1
"MN","duluth",2020-07-20,1
"MN","duluth",2020-07-21,2
"MN","duluth",2020-07-22,2
"MN","duluth",2020-07-24,4
"MN","duluth",2020-07-25,3
"MN","duluth",2020-07-27,2
"MN","duluth",2020-07-28,3
"MN","duluth",2020-07-29,1
"MN","duluth",2020-07-30,3
"MN","duluth",2020-07-31,1
"MN","duluth",2020-08-04,1
"MN","duluth",2020-08-05,2
"MN","duluth",2020-08-06,3
"MN","duluth",2020-08-07,1
"MN","duluth",2020-08-11,2
"MN","duluth",2020-08-12,1
"MN","duluth",2020-08-13,1
"MN","duluth",2020-08-14,1
"MN","duluth",2020-08-15,4
"MN","duluth",2020-08-17,1
"MN","lakeville",2020-06-24,1
"MN","lakeville",2020-06-25,3
"MN","lakeville",2020-06-26,1
"MN","lakeville",2020-06-30,1
"MN","lakeville",2020-07-01,8
"MN","lakeville",2020-07-02,1
"MN","lakeville",2020-07-03,1
"MN","lakeville",2020-07-07,2
"MN","lakeville",2020-07-08,2
"MN","lakeville",2020-07-09,6
"MN","lakeville",2020-07-10,1
"MN","lakeville",2020-07-11,9
"MN","lakeville",2020-07-13,1
"MN","lakeville",2020-07-14,14
"MN","lakeville",2020-07-15,5
"MN","lakeville",2020-07-16,11
"MN","lakeville",2020-07-17,9
"MN","lakeville",2020-07-18,6
"MN","lakeville",2020-07-20,10
"MN","lakeville",2020-07-21,5
"MN","lakeville",2020-07-22,6
"MN","lakeville",2020-07-23,11
"MN","lakeville",2020-07-24,7
"MN","lakeville",2020-07-25,3
"MN","lakeville",2020-07-27,10
"MN","lakeville",2020-07-28,3
"MN","lakeville",2020-07-29,7
"MN","lakeville",2020-07-30,6
"MN","lakeville",2020-07-31,10
"MN","lakeville",2020-08-01,4
"MN","lakeville",2020-08-02,4
"MN","lakeville",2020-08-03,5
"MN","lakeville",2020-08-04,7
"MN","lakeville",2020-08-05,8
"MN","lakeville",2020-08-06,10
"MN","lakeville",2020-08-07,3
"MN","lakeville",2020-08-08,3
"MN","lakeville",2020-08-10,1
"MN","lakeville",2020-08-11,7
"MN","lakeville",2020-08-12,3
"MN","lakeville",2020-08-13,1
"MN","lakeville",2020-08-14,4
"MN","lakeville",2020-08-15,3
"MN","lakeville",2020-08-17,2
"MN","maple+grove",2020-06-23,1
"MN","maple+grove",2020-06-24,1
"MN","maple+grove",2020-06-26,1
"MN","maple+grove",2020-06-30,1
"MN","maple+grove",2020-07-01,1
"MN","maple+grove",2020-07-02,2
"MN","maple+grove",2020-07-03,3
"MN","maple+grove",2020-07-07,2
"MN","maple+grove",2020-07-08,5
"MN","maple+grove",2020-07-09,5
"MN","maple+grove",2020-07-10,1
"MN","maple+grove",2020-07-11,2
"MN","maple+grove",2020-07-13,2
"MN","maple+grove",2020-07-14,10
"MN","maple+grove",2020-07-15,12
"MN","maple+grove",2020-07-16,7
"MN","maple+grove",2020-07-17,9
"MN","maple+grove",2020-07-18,4
"MN","maple+grove",2020-07-19,1
"MN","maple+grove",2020-07-20,12
"MN","maple+grove",2020-07-21,9
"MN","maple+grove",2020-07-22,4
"MN","maple+grove",2020-07-23,12
"MN","maple+grove",2020-07-24,10
"MN","maple+grove",2020-07-25,6
"MN","maple+grove",2020-07-26,1
"MN","maple+grove",2020-07-27,9
"MN","maple+grove",2020-07-28,4
"MN","maple+grove",2020-07-29,1
"MN","maple+grove",2020-07-30,4
"MN","maple+grove",2020-07-31,11
"MN","maple+grove",2020-08-01,7
"MN","maple+grove",2020-08-02,2
"MN","maple+grove",2020-08-03,6
"MN","maple+grove",2020-08-04,4
"MN","maple+grove",2020-08-05,8
"MN","maple+grove",2020-08-06,6
"MN","maple+grove",2020-08-07,9
"MN","maple+grove",2020-08-08,4
"MN","maple+grove",2020-08-10,6
"MN","maple+grove",2020-08-11,5
"MN","maple+grove",2020-08-12,3
"MN","maple+grove",2020-08-13,3
"MN","maple+grove",2020-08-14,7
"MN","maple+grove",2020-08-15,3
"MN","maple+grove",2020-08-16,1
"MN","maple+grove",2020-08-17,5
"MN","minneapolis",2020-06-24,2
"MN","minneapolis",2020-06-25,1
"MN","minneapolis",2020-06-29,1
"MN","minneapolis",2020-06-30,3
"MN","minneapolis",2020-07-01,1
"MN","minneapolis",2020-07-02,1
"MN","minneapolis",2020-07-03,2
"MN","minneapolis",2020-07-07,2
"MN","minneapolis",2020-07-08,3
"MN","minneapolis",2020-07-09,6
"MN","minneapolis",2020-07-10,2
"MN","minneapolis",2020-07-13,2
"MN","minneapolis",2020-07-14,8
"MN","minneapolis",2020-07-15,11
"MN","minneapolis",2020-07-16,6
"MN","minneapolis",2020-07-17,9
"MN","minneapolis",2020-07-18,2
"MN","minneapolis",2020-07-20,14
"MN","minneapolis",2020-07-21,7
"MN","minneapolis",2020-07-22,7
"MN","minneapolis",2020-07-23,16
"MN","minneapolis",2020-07-24,10
"MN","minneapolis",2020-07-25,4
"MN","minneapolis",2020-07-27,7
"MN","minneapolis",2020-07-28,7
"MN","minneapolis",2020-07-29,3
"MN","minneapolis",2020-07-30,5
"MN","minneapolis",2020-07-31,7
"MN","minneapolis",2020-08-01,5
"MN","minneapolis",2020-08-02,3
"MN","minneapolis",2020-08-03,3
"MN","minneapolis",2020-08-04,10
"MN","minneapolis",2020-08-05,4
"MN","minneapolis",2020-08-06,9
"MN","minneapolis",2020-08-07,6
"MN","minneapolis",2020-08-08,4
"MN","minneapolis",2020-08-10,5
"MN","minneapolis",2020-08-11,8
"MN","minneapolis",2020-08-12,2
"MN","minneapolis",2020-08-13,6
"MN","minneapolis",2020-08-14,7
"MN","minneapolis",2020-08-15,3
"MN","minneapolis",2020-08-16,2
"MN","minneapolis",2020-08-17,5
"MN","plymouth",2020-06-25,1
"MN","plymouth",2020-06-26,1
"MN","plymouth",2020-06-29,1
"MN","plymouth",2020-06-30,2
"MN","plymouth",2020-07-01,2
"MN","plymouth",2020-07-02,2
"MN","plymouth",2020-07-03,2
"MN","plymouth",2020-07-07,5
"MN","plymouth",2020-07-08,5
"MN","plymouth",2020-07-09,8
"MN","plymouth",2020-07-10,3
"MN","plymouth",2020-07-11,3
"MN","plymouth",2020-07-13,2
"MN","plymouth",2020-07-14,12
"MN","plymouth",2020-07-15,19
"MN","plymouth",2020-07-16,3
"MN","plymouth",2020-07-17,6
"MN","plymouth",2020-07-18,4
"MN","plymouth",2020-07-19,1
"MN","plymouth",2020-07-20,9
"MN","plymouth",2020-07-21,9
"MN","plymouth",2020-07-22,6
"MN","plymouth",2020-07-23,11
"MN","plymouth",2020-07-24,6
"MN","plymouth",2020-07-25,6
"MN","plymouth",2020-07-26,1
"MN","plymouth",2020-07-27,6
"MN","plymouth",2020-07-28,5
"MN","plymouth",2020-07-29,3
"MN","plymouth",2020-07-30,6
"MN","plymouth",2020-07-31,10
"MN","plymouth",2020-08-01,4
"MN","plymouth",2020-08-02,2
"MN","plymouth",2020-08-03,4
"MN","plymouth",2020-08-04,6
"MN","plymouth",2020-08-05,9
"MN","plymouth",2020-08-06,9
"MN","plymouth",2020-08-07,9
"MN","plymouth",2020-08-08,4
"MN","plymouth",2020-08-10,7
"MN","plymouth",2020-08-11,5
"MN","plymouth",2020-08-12,3
"MN","plymouth",2020-08-13,3
"MN","plymouth",2020-08-14,3
"MN","plymouth",2020-08-15,5
"MN","plymouth",2020-08-17,6
"MN","rochester",2020-06-23,2
"MN","rochester",2020-06-25,2
"MN","rochester",2020-06-29,1
"MN","rochester",2020-06-30,2
"MN","rochester",2020-07-01,2
"MN","rochester",2020-07-02,2
"MN","rochester",2020-07-03,1
"MN","rochester",2020-07-08,5
"MN","rochester",2020-07-09,3
"MN","rochester",2020-07-10,1
"MN","rochester",2020-07-13,3
"MN","rochester",2020-07-14,7
"MN","rochester",2020-07-15,2
"MN","rochester",2020-07-16,4
"MN","rochester",2020-07-17,8
"MN","rochester",2020-07-20,8
"MN","rochester",2020-07-21,13
"MN","rochester",2020-07-22,2
"MN","rochester",2020-07-23,7
"MN","rochester",2020-07-24,5
"MN","rochester",2020-07-27,11
"MN","rochester",2020-07-28,10
"MN","rochester",2020-07-29,6
"MN","rochester",2020-07-30,4
"MN","rochester",2020-07-31,11
"MN","rochester",2020-08-01,5
"MN","rochester",2020-08-02,1
"MN","rochester",2020-08-03,4
"MN","rochester",2020-08-04,4
"MN","rochester",2020-08-05,1
"MN","rochester",2020-08-06,7
"MN","rochester",2020-08-07,3
"MN","rochester",2020-08-08,3
"MN","rochester",2020-08-10,3
"MN","rochester",2020-08-11,3
"MN","rochester",2020-08-12,1
"MN","rochester",2020-08-14,7
"MN","rochester",2020-08-15,4
"MN","st.+paul",2020-06-29,2
"MN","st.+paul",2020-06-30,4
"MN","st.+paul",2020-07-01,3
"MN","st.+paul",2020-07-02,1
"MN","st.+paul",2020-07-07,1
"MN","st.+paul",2020-07-08,5
"MN","st.+paul",2020-07-09,4
"MN","st.+paul",2020-07-10,2
"MN","st.+paul",2020-07-13,1
"MN","st.+paul",2020-07-14,6
"MN","st.+paul",2020-07-15,8
"MN","st.+paul",2020-07-16,5
"MN","st.+paul",2020-07-17,7
"MN","st.+paul",2020-07-18,5
"MN","st.+paul",2020-07-20,8
"MN","st.+paul",2020-07-21,8
"MN","st.+paul",2020-07-22,7
"MN","st.+paul",2020-07-23,12
"MN","st.+paul",2020-07-24,7
"MN","st.+paul",2020-07-25,2
"MN","st.+paul",2020-07-27,7
"MN","st.+paul",2020-07-28,4
"MN","st.+paul",2020-07-29,6
"MN","st.+paul",2020-07-30,4
"MN","st.+paul",2020-07-31,10
"MN","st.+paul",2020-08-01,7
"MN","st.+paul",2020-08-02,1
"MN","st.+paul",2020-08-03,5
"MN","st.+paul",2020-08-04,2
"MN","st.+paul",2020-08-05,7
"MN","st.+paul",2020-08-06,8
"MN","st.+paul",2020-08-07,8
"MN","st.+paul",2020-08-08,4
"MN","st.+paul",2020-08-10,6
"MN","st.+paul",2020-08-11,8
"MN","st.+paul",2020-08-13,3
"MN","st.+paul",2020-08-14,5
"MN","st.+paul",2020-08-15,4
"MN","st.+paul",2020-08-17,2
"MN","woodbury",2020-06-24,1
"MN","woodbury",2020-06-25,1
"MN","woodbury",2020-06-26,1
"MN","woodbury",2020-06-29,1
"MN","woodbury",2020-06-30,2
"MN","woodbury",2020-07-01,4
"MN","woodbury",2020-07-02,3
"MN","woodbury",2020-07-03,1
"MN","woodbury",2020-07-07,1
"MN","woodbury",2020-07-08,3
"MN","woodbury",2020-07-09,3
"MN","woodbury",2020-07-10,3
"MN","woodbury",2020-07-11,1
"MN","woodbury",2020-07-13,1
"MN","woodbury",2020-07-14,10
"MN","woodbury",2020-07-15,4
"MN","woodbury",2020-07-16,10
"MN","woodbury",2020-07-17,9
"MN","woodbury",2020-07-18,5
"MN","woodbury",2020-07-20,10
"MN","woodbury",2020-07-21,5
"MN","woodbury",2020-07-22,11
"MN","woodbury",2020-07-23,7
"MN","woodbury",2020-07-24,6
"MN","woodbury",2020-07-25,1
"MN","woodbury",2020-07-27,5
"MN","woodbury",2020-07-28,1
"MN","woodbury",2020-07-29,4
"MN","woodbury",2020-07-30,4
"MN","woodbury",2020-07-31,9
"MN","woodbury",2020-08-01,5
"MN","woodbury",2020-08-02,1
"MN","woodbury",2020-08-03,7
"MN","woodbury",2020-08-04,4
"MN","woodbury",2020-08-05,6
"MN","woodbury",2020-08-06,6
"MN","woodbury",2020-08-07,9
"MN","woodbury",2020-08-08,3
"MN","woodbury",2020-08-10,5
"MN","woodbury",2020-08-11,5
"MN","woodbury",2020-08-12,1
"MN","woodbury",2020-08-13,4
"MN","woodbury",2020-08-14,5
"MN","woodbury",2020-08-15,3
"MN","woodbury",2020-08-17,2
"MO","columbia",2020-06-24,1
"MO","columbia",2020-06-25,1
"MO","columbia",2020-06-26,3
"MO","columbia",2020-06-29,1
"MO","columbia",2020-06-30,1
"MO","columbia",2020-07-02,3
"MO","columbia",2020-07-03,1
"MO","columbia",2020-07-05,3
"MO","columbia",2020-07-06,4
"MO","columbia",2020-07-08,5
"MO","columbia",2020-07-09,9
"MO","columbia",2020-07-10,3
"MO","columbia",2020-07-13,2
"MO","columbia",2020-07-14,9
"MO","columbia",2020-07-15,11
"MO","columbia",2020-07-16,11
"MO","columbia",2020-07-17,21
"MO","columbia",2020-07-18,3
"MO","columbia",2020-07-20,2
"MO","columbia",2020-07-21,5
