"state","city","datePosted","personalAssistant_jobsPosted"
"IA","ankeny",2020-07-14,1
"IA","ankeny",2020-07-15,3
"IA","ankeny",2020-07-16,4
"IA","ankeny",2020-07-17,5
"IA","ankeny",2020-07-18,4
"IA","ankeny",2020-07-23,2
"IA","ankeny",2020-07-24,2
"IA","ankeny",2020-07-28,1
"IA","ankeny",2020-07-29,2
"IA","ankeny",2020-07-30,2
"IA","ankeny",2020-07-31,1
"IA","ankeny",2020-08-01,1
"IA","ankeny",2020-08-04,1
"IA","ankeny",2020-08-05,3
"IA","ankeny",2020-08-06,2
"IA","ankeny",2020-08-07,1
"IA","ankeny",2020-08-15,1
"IA","ankeny",2020-08-17,2
"IA","cedar+rapids",2020-07-20,1
"IA","cedar+rapids",2020-07-21,1
"IA","cedar+rapids",2020-07-24,2
"IA","cedar+rapids",2020-07-25,2
"IA","cedar+rapids",2020-07-31,1
"IA","cedar+rapids",2020-08-01,1
"IA","cedar+rapids",2020-08-02,1
"IA","cedar+rapids",2020-08-07,1
"IA","cedar+rapids",2020-08-08,1
"IA","cedar+rapids",2020-08-10,3
"IA","cedar+rapids",2020-08-17,1
"IA","council+bluffs",2020-07-02,1
"IA","council+bluffs",2020-07-03,1
"IA","council+bluffs",2020-07-08,3
"IA","council+bluffs",2020-07-09,1
"IA","council+bluffs",2020-07-10,1
"IA","council+bluffs",2020-07-15,3
"IA","council+bluffs",2020-07-16,1
"IA","council+bluffs",2020-07-20,2
"IA","council+bluffs",2020-07-21,1
"IA","council+bluffs",2020-07-22,2
"IA","council+bluffs",2020-07-23,5
"IA","council+bluffs",2020-07-24,2
"IA","council+bluffs",2020-07-25,1
"IA","council+bluffs",2020-07-28,4
"IA","council+bluffs",2020-07-29,1
"IA","council+bluffs",2020-07-30,1
"IA","council+bluffs",2020-08-05,1
"IA","council+bluffs",2020-08-06,1
"IA","council+bluffs",2020-08-07,1
"IA","council+bluffs",2020-08-17,2
"IA","davenport",2020-07-30,3
"IA","davenport",2020-08-17,1
"IA","des+moines",2020-07-10,1
"IA","des+moines",2020-07-13,2
"IA","des+moines",2020-07-14,1
"IA","des+moines",2020-07-15,3
"IA","des+moines",2020-07-16,4
"IA","des+moines",2020-07-17,4
"IA","des+moines",2020-07-18,4
"IA","des+moines",2020-07-23,2
"IA","des+moines",2020-07-24,2
"IA","des+moines",2020-07-29,2
"IA","des+moines",2020-07-30,2
"IA","des+moines",2020-07-31,1
"IA","des+moines",2020-08-01,1
"IA","des+moines",2020-08-04,1
"IA","des+moines",2020-08-05,3
"IA","des+moines",2020-08-06,2
"IA","des+moines",2020-08-07,1
"IA","des+moines",2020-08-15,1
"IA","des+moines",2020-08-17,2
"IA","iowa+city",2020-07-11,1
"IA","iowa+city",2020-07-24,2
"IA","iowa+city",2020-07-25,2
"IA","iowa+city",2020-07-31,1
"IA","iowa+city",2020-08-01,1
"IA","iowa+city",2020-08-02,1
"IA","iowa+city",2020-08-07,1
"IA","iowa+city",2020-08-08,1
"IA","iowa+city",2020-08-10,3
"IA","iowa+city",2020-08-17,1
"IA","sioux+city",2020-06-24,1
"IA","sioux+city",2020-07-07,1
"IA","sioux+city",2020-07-08,1
"IA","sioux+city",2020-07-16,2
"IA","sioux+city",2020-07-17,2
"IA","waterloo",2020-07-11,1
"IA","waterloo",2020-07-16,2
"IA","waterloo",2020-07-17,3
"IA","waterloo",2020-07-20,1
"IA","waterloo",2020-07-22,2
"IA","waterloo",2020-07-23,2
"IA","waterloo",2020-07-28,2
"IA","waterloo",2020-07-29,1
"IA","waterloo",2020-07-30,3
"IA","waterloo",2020-07-31,3
"IA","waterloo",2020-08-06,1
"IA","waterloo",2020-08-12,3
"IA","west+des+moines",2020-07-10,1
"IA","west+des+moines",2020-07-13,2
"IA","west+des+moines",2020-07-14,1
"IA","west+des+moines",2020-07-15,3
"IA","west+des+moines",2020-07-16,4
"IA","west+des+moines",2020-07-17,4
"IA","west+des+moines",2020-07-18,4
"IA","west+des+moines",2020-07-23,2
"IA","west+des+moines",2020-07-24,2
"IA","west+des+moines",2020-07-29,2
"IA","west+des+moines",2020-07-30,2
"IA","west+des+moines",2020-07-31,1
"IA","west+des+moines",2020-08-01,1
"IA","west+des+moines",2020-08-04,1
"IA","west+des+moines",2020-08-05,3
"IA","west+des+moines",2020-08-06,2
"IA","west+des+moines",2020-08-07,1
"IA","west+des+moines",2020-08-15,1
"IA","west+des+moines",2020-08-17,2
"ID","boise",2020-07-01,1
"ID","boise",2020-07-02,1
"ID","boise",2020-07-06,2
"ID","boise",2020-07-07,1
"ID","boise",2020-07-08,3
"ID","boise",2020-07-09,1
"ID","boise",2020-07-14,3
"ID","boise",2020-07-15,3
"ID","boise",2020-07-16,2
"ID","boise",2020-07-17,2
"ID","boise",2020-07-18,7
"ID","boise",2020-07-20,2
"ID","boise",2020-07-21,4
"ID","boise",2020-07-22,6
"ID","boise",2020-07-23,1
"ID","boise",2020-07-28,2
"ID","boise",2020-07-29,3
"ID","boise",2020-07-30,1
"ID","boise",2020-07-31,1
"ID","boise",2020-08-03,4
"ID","boise",2020-08-04,1
"ID","boise",2020-08-06,2
"ID","boise",2020-08-07,4
"ID","boise",2020-08-08,1
"ID","boise",2020-08-10,3
"ID","boise",2020-08-11,2
"ID","boise",2020-08-13,1
"ID","caldwell",2020-07-01,1
"ID","caldwell",2020-07-02,1
"ID","caldwell",2020-07-06,2
"ID","caldwell",2020-07-07,1
"ID","caldwell",2020-07-08,3
"ID","caldwell",2020-07-09,1
"ID","caldwell",2020-07-14,3
"ID","caldwell",2020-07-15,3
"ID","caldwell",2020-07-16,2
"ID","caldwell",2020-07-17,2
"ID","caldwell",2020-07-18,7
"ID","caldwell",2020-07-20,2
"ID","caldwell",2020-07-21,4
"ID","caldwell",2020-07-22,6
"ID","caldwell",2020-07-23,1
"ID","caldwell",2020-07-28,2
"ID","caldwell",2020-07-29,3
"ID","caldwell",2020-07-30,1
"ID","caldwell",2020-07-31,1
"ID","caldwell",2020-08-03,3
"ID","caldwell",2020-08-04,1
"ID","caldwell",2020-08-06,2
"ID","caldwell",2020-08-07,4
"ID","caldwell",2020-08-08,1
"ID","caldwell",2020-08-10,3
"ID","caldwell",2020-08-11,2
"ID","caldwell",2020-08-13,1
"ID","coeur+d'alene",2020-07-06,4
"ID","coeur+d'alene",2020-07-07,1
"ID","coeur+d'alene",2020-07-08,1
"ID","coeur+d'alene",2020-07-10,1
"ID","coeur+d'alene",2020-07-11,2
"ID","coeur+d'alene",2020-07-15,2
"ID","coeur+d'alene",2020-07-16,1
"ID","coeur+d'alene",2020-07-20,1
"ID","coeur+d'alene",2020-07-25,1
"ID","coeur+d'alene",2020-07-26,2
"ID","coeur+d'alene",2020-07-28,1
"ID","coeur+d'alene",2020-08-11,1
"ID","idaho+falls",2020-07-10,2
"ID","idaho+falls",2020-07-11,2
"ID","idaho+falls",2020-07-15,1
"ID","idaho+falls",2020-07-16,1
"ID","idaho+falls",2020-08-08,1
"ID","idaho+falls",2020-08-10,1
"ID","lewiston",2020-07-01,1
"ID","lewiston",2020-07-02,1
"ID","lewiston",2020-07-08,1
"ID","lewiston",2020-07-15,2
"ID","lewiston",2020-07-16,2
"ID","meridian",2020-07-01,1
"ID","meridian",2020-07-02,1
"ID","meridian",2020-07-06,2
"ID","meridian",2020-07-07,1
"ID","meridian",2020-07-08,3
"ID","meridian",2020-07-09,1
"ID","meridian",2020-07-14,3
"ID","meridian",2020-07-15,3
"ID","meridian",2020-07-16,2
"ID","meridian",2020-07-17,2
"ID","meridian",2020-07-18,7
"ID","meridian",2020-07-20,2
"ID","meridian",2020-07-21,4
"ID","meridian",2020-07-22,6
"ID","meridian",2020-07-23,1
"ID","meridian",2020-07-28,2
"ID","meridian",2020-07-29,3
"ID","meridian",2020-07-30,1
"ID","meridian",2020-07-31,1
"ID","meridian",2020-08-03,3
"ID","meridian",2020-08-04,1
"ID","meridian",2020-08-06,2
"ID","meridian",2020-08-07,4
"ID","meridian",2020-08-08,1
"ID","meridian",2020-08-10,3
"ID","meridian",2020-08-11,2
"ID","meridian",2020-08-13,1
"ID","nampa",2020-07-01,1
"ID","nampa",2020-07-02,1
"ID","nampa",2020-07-06,2
"ID","nampa",2020-07-07,1
"ID","nampa",2020-07-08,3
"ID","nampa",2020-07-09,1
"ID","nampa",2020-07-14,3
"ID","nampa",2020-07-15,3
"ID","nampa",2020-07-16,2
"ID","nampa",2020-07-17,2
"ID","nampa",2020-07-18,7
"ID","nampa",2020-07-20,2
"ID","nampa",2020-07-21,4
"ID","nampa",2020-07-22,6
"ID","nampa",2020-07-23,1
"ID","nampa",2020-07-28,2
"ID","nampa",2020-07-29,3
"ID","nampa",2020-07-30,1
"ID","nampa",2020-07-31,1
"ID","nampa",2020-08-03,3
"ID","nampa",2020-08-04,1
"ID","nampa",2020-08-06,2
"ID","nampa",2020-08-07,4
"ID","nampa",2020-08-08,1
"ID","nampa",2020-08-10,3
"ID","nampa",2020-08-11,2
"ID","nampa",2020-08-13,1
"ID","pocatello",2020-06-23,1
"ID","pocatello",2020-06-24,1
"ID","pocatello",2020-07-29,1
"ID","pocatello",2020-07-31,1
"ID","pocatello",2020-08-01,1
"ID","post+falls",2020-06-25,1
"ID","post+falls",2020-07-01,1
"ID","post+falls",2020-07-02,1
"ID","post+falls",2020-07-06,4
"ID","post+falls",2020-07-07,1
"ID","post+falls",2020-07-08,1
"ID","post+falls",2020-07-10,1
"ID","post+falls",2020-07-11,2
"ID","post+falls",2020-07-15,3
"ID","post+falls",2020-07-16,1
"ID","post+falls",2020-07-20,1
"ID","post+falls",2020-07-25,1
"ID","post+falls",2020-07-26,2
"ID","post+falls",2020-07-28,1
"ID","post+falls",2020-07-29,3
"ID","post+falls",2020-08-05,1
"ID","post+falls",2020-08-07,1
"ID","post+falls",2020-08-11,1
"ID","twin+falls",2020-07-11,1
"IL","aurora",2020-06-22,1
"IL","aurora",2020-06-24,1
"IL","aurora",2020-06-25,1
"IL","aurora",2020-06-26,1
"IL","aurora",2020-06-29,1
"IL","aurora",2020-06-30,1
"IL","aurora",2020-07-02,2
"IL","aurora",2020-07-06,2
"IL","aurora",2020-07-07,5
"IL","aurora",2020-07-08,3
"IL","aurora",2020-07-09,1
"IL","aurora",2020-07-10,2
"IL","aurora",2020-07-11,2
"IL","aurora",2020-07-13,1
"IL","aurora",2020-07-14,2
"IL","aurora",2020-07-15,1
"IL","aurora",2020-07-16,2
"IL","aurora",2020-07-17,6
"IL","aurora",2020-07-18,3
"IL","aurora",2020-07-20,4
"IL","aurora",2020-07-21,4
"IL","aurora",2020-07-22,2
"IL","aurora",2020-07-23,6
"IL","aurora",2020-07-24,5
"IL","aurora",2020-07-25,1
"IL","aurora",2020-07-26,2
"IL","aurora",2020-07-27,1
"IL","aurora",2020-07-28,2
"IL","aurora",2020-07-29,3
"IL","aurora",2020-07-30,8
"IL","aurora",2020-08-05,1
"IL","aurora",2020-08-06,5
"IL","aurora",2020-08-07,3
"IL","aurora",2020-08-08,2
"IL","aurora",2020-08-10,1
"IL","aurora",2020-08-11,2
"IL","aurora",2020-08-14,2
"IL","aurora",2020-08-17,1
"IL","champaign",2020-07-01,1
"IL","champaign",2020-07-02,1
"IL","champaign",2020-07-10,1
"IL","champaign",2020-07-15,1
"IL","champaign",2020-07-16,1
"IL","champaign",2020-07-27,3
"IL","champaign",2020-07-28,6
"IL","champaign",2020-07-29,1
"IL","champaign",2020-08-13,1
"IL","champaign",2020-08-17,1
"IL","chicago",2020-06-24,2
"IL","chicago",2020-06-25,1
"IL","chicago",2020-06-26,2
"IL","chicago",2020-06-29,1
"IL","chicago",2020-06-30,1
"IL","chicago",2020-07-02,2
"IL","chicago",2020-07-03,1
"IL","chicago",2020-07-06,1
"IL","chicago",2020-07-07,3
"IL","chicago",2020-07-08,2
"IL","chicago",2020-07-09,5
"IL","chicago",2020-07-10,3
"IL","chicago",2020-07-11,3
"IL","chicago",2020-07-12,1
"IL","chicago",2020-07-13,3
"IL","chicago",2020-07-14,7
"IL","chicago",2020-07-15,2
"IL","chicago",2020-07-16,6
"IL","chicago",2020-07-17,6
"IL","chicago",2020-07-18,4
"IL","chicago",2020-07-20,2
"IL","chicago",2020-07-21,6
"IL","chicago",2020-07-22,7
"IL","chicago",2020-07-23,6
"IL","chicago",2020-07-24,9
"IL","chicago",2020-07-25,5
"IL","chicago",2020-07-26,1
"IL","chicago",2020-07-27,4
"IL","chicago",2020-07-28,5
"IL","chicago",2020-07-29,6
"IL","chicago",2020-07-30,2
"IL","chicago",2020-08-03,7
"IL","chicago",2020-08-04,2
"IL","chicago",2020-08-05,2
"IL","chicago",2020-08-06,5
"IL","chicago",2020-08-07,4
"IL","chicago",2020-08-08,4
"IL","chicago",2020-08-09,2
"IL","chicago",2020-08-10,5
"IL","chicago",2020-08-11,1
"IL","chicago",2020-08-12,4
"IL","chicago",2020-08-13,3
"IL","chicago",2020-08-14,6
"IL","chicago",2020-08-15,3
"IL","chicago",2020-08-16,1
"IL","chicago",2020-08-17,4
"IL","elgin",2020-06-22,1
"IL","elgin",2020-06-24,2
"IL","elgin",2020-06-25,1
"IL","elgin",2020-06-26,1
"IL","elgin",2020-06-29,1
"IL","elgin",2020-06-30,2
"IL","elgin",2020-07-01,1
"IL","elgin",2020-07-02,1
"IL","elgin",2020-07-03,2
"IL","elgin",2020-07-06,3
"IL","elgin",2020-07-07,8
"IL","elgin",2020-07-08,4
"IL","elgin",2020-07-09,1
"IL","elgin",2020-07-10,7
"IL","elgin",2020-07-11,3
"IL","elgin",2020-07-13,2
"IL","elgin",2020-07-14,4
"IL","elgin",2020-07-15,1
"IL","elgin",2020-07-16,2
"IL","elgin",2020-07-17,6
"IL","elgin",2020-07-18,3
"IL","elgin",2020-07-20,6
"IL","elgin",2020-07-21,9
"IL","elgin",2020-07-22,7
"IL","elgin",2020-07-23,7
"IL","elgin",2020-07-24,5
"IL","elgin",2020-07-25,5
"IL","elgin",2020-07-26,2
"IL","elgin",2020-07-27,4
"IL","elgin",2020-07-28,6
"IL","elgin",2020-07-29,3
"IL","elgin",2020-07-30,8
"IL","elgin",2020-07-31,3
"IL","elgin",2020-08-01,1
"IL","elgin",2020-08-02,1
"IL","elgin",2020-08-03,3
"IL","elgin",2020-08-04,1
"IL","elgin",2020-08-06,2
"IL","elgin",2020-08-07,5
"IL","elgin",2020-08-08,1
"IL","elgin",2020-08-10,2
"IL","elgin",2020-08-11,4
"IL","elgin",2020-08-12,1
"IL","elgin",2020-08-13,1
"IL","elgin",2020-08-14,2
"IL","elgin",2020-08-15,2
"IL","elgin",2020-08-17,3
"IL","joliet",2020-06-24,1
"IL","joliet",2020-06-25,3
"IL","joliet",2020-06-26,1
"IL","joliet",2020-06-30,1
"IL","joliet",2020-07-02,2
"IL","joliet",2020-07-06,1
"IL","joliet",2020-07-07,4
"IL","joliet",2020-07-08,3
"IL","joliet",2020-07-09,1
"IL","joliet",2020-07-10,2
"IL","joliet",2020-07-11,3
"IL","joliet",2020-07-12,1
"IL","joliet",2020-07-13,1
"IL","joliet",2020-07-14,1
"IL","joliet",2020-07-15,1
"IL","joliet",2020-07-16,2
"IL","joliet",2020-07-17,6
"IL","joliet",2020-07-18,3
"IL","joliet",2020-07-20,3
"IL","joliet",2020-07-21,3
"IL","joliet",2020-07-22,1
"IL","joliet",2020-07-23,6
"IL","joliet",2020-07-24,7
"IL","joliet",2020-07-25,3
"IL","joliet",2020-07-26,1
"IL","joliet",2020-07-27,2
"IL","joliet",2020-07-28,3
"IL","joliet",2020-07-29,4
"IL","joliet",2020-07-30,2
"IL","joliet",2020-08-01,1
"IL","joliet",2020-08-03,1
"IL","joliet",2020-08-04,1
"IL","joliet",2020-08-06,2
"IL","joliet",2020-08-07,2
"IL","joliet",2020-08-08,2
"IL","joliet",2020-08-10,1
"IL","joliet",2020-08-11,1
"IL","joliet",2020-08-12,1
"IL","naperville",2020-06-22,1
"IL","naperville",2020-06-24,1
"IL","naperville",2020-06-25,2
"IL","naperville",2020-06-26,1
"IL","naperville",2020-06-29,1
"IL","naperville",2020-06-30,3
"IL","naperville",2020-07-02,2
"IL","naperville",2020-07-06,2
"IL","naperville",2020-07-07,6
"IL","naperville",2020-07-08,3
"IL","naperville",2020-07-09,1
"IL","naperville",2020-07-10,3
"IL","naperville",2020-07-11,3
"IL","naperville",2020-07-13,1
"IL","naperville",2020-07-14,2
"IL","naperville",2020-07-16,2
"IL","naperville",2020-07-17,9
"IL","naperville",2020-07-18,6
"IL","naperville",2020-07-19,1
"IL","naperville",2020-07-20,5
"IL","naperville",2020-07-21,11
"IL","naperville",2020-07-22,8
"IL","naperville",2020-07-23,8
"IL","naperville",2020-07-24,6
"IL","naperville",2020-07-25,2
"IL","naperville",2020-07-26,2
"IL","naperville",2020-07-27,2
"IL","naperville",2020-07-28,4
"IL","naperville",2020-07-29,2
"IL","naperville",2020-07-30,9
"IL","naperville",2020-07-31,2
"IL","naperville",2020-08-01,1
"IL","naperville",2020-08-02,1
"IL","naperville",2020-08-03,3
"IL","naperville",2020-08-04,1
"IL","naperville",2020-08-05,1
"IL","naperville",2020-08-06,4
"IL","naperville",2020-08-07,6
"IL","naperville",2020-08-08,2
"IL","naperville",2020-08-10,2
"IL","naperville",2020-08-11,3
"IL","naperville",2020-08-12,1
"IL","naperville",2020-08-14,1
"IL","naperville",2020-08-15,1
"IL","naperville",2020-08-17,3
"IL","peoria",2020-06-24,1
"IL","peoria",2020-07-09,1
"IL","peoria",2020-07-10,1
"IL","peoria",2020-07-11,1
"IL","peoria",2020-07-15,2
"IL","peoria",2020-07-16,2
"IL","peoria",2020-07-23,1
"IL","peoria",2020-07-24,1
"IL","peoria",2020-07-28,1
"IL","peoria",2020-08-06,1
"IL","peoria",2020-08-07,1
"IL","peoria",2020-08-14,1
"IL","rockford",2020-07-25,1
"IL","rockford",2020-08-06,1
"IL","rockford",2020-08-10,1
"IL","springfield",2020-07-10,1
"IL","springfield",2020-07-17,2
"IL","springfield",2020-07-22,4
"IL","springfield",2020-07-23,2
"IL","springfield",2020-07-29,2
"IL","springfield",2020-07-30,3
"IL","springfield",2020-07-31,2
"IL","springfield",2020-08-01,1
"IL","springfield",2020-08-03,1
"IL","springfield",2020-08-04,1
"IL","springfield",2020-08-06,1
"IL","springfield",2020-08-07,3
"IL","springfield",2020-08-12,2
"IL","springfield",2020-08-13,1
"IL","springfield",2020-08-14,1
"IL","springfield",2020-08-17,1
"IL","waukegan",2020-06-26,3
"IL","waukegan",2020-06-29,1
"IL","waukegan",2020-06-30,3
"IL","waukegan",2020-07-01,3
"IL","waukegan",2020-07-02,1
"IL","waukegan",2020-07-07,5
"IL","waukegan",2020-07-08,2
"IL","waukegan",2020-07-10,7
"IL","waukegan",2020-07-11,3
"IL","waukegan",2020-07-13,1
"IL","waukegan",2020-07-14,2
"IL","waukegan",2020-07-16,6
"IL","waukegan",2020-07-17,5
"IL","waukegan",2020-07-20,8
"IL","waukegan",2020-07-21,9
"IL","waukegan",2020-07-22,4
"IL","waukegan",2020-07-23,7
"IL","waukegan",2020-07-24,4
"IL","waukegan",2020-07-25,4
"IL","waukegan",2020-07-27,5
"IL","waukegan",2020-07-28,6
"IL","waukegan",2020-07-29,1
"IL","waukegan",2020-07-30,2
"IL","waukegan",2020-07-31,1
"IL","waukegan",2020-08-01,1
"IL","waukegan",2020-08-02,1
"IL","waukegan",2020-08-04,1
"IL","waukegan",2020-08-05,1
"IL","waukegan",2020-08-06,1
"IL","waukegan",2020-08-07,3
"IL","waukegan",2020-08-08,2
"IL","waukegan",2020-08-10,1
"IL","waukegan",2020-08-11,2
"IL","waukegan",2020-08-13,2
"IL","waukegan",2020-08-14,2
"IL","waukegan",2020-08-15,1
"IL","waukegan",2020-08-17,2
"IN","bloomington",2020-07-09,1
"IN","bloomington",2020-07-10,1
"IN","bloomington",2020-07-11,1
"IN","bloomington",2020-07-22,3
"IN","bloomington",2020-07-23,2
"IN","carmel",2020-06-25,1
"IN","carmel",2020-06-30,4
"IN","carmel",2020-07-05,1
"IN","carmel",2020-07-06,3
"IN","carmel",2020-07-07,2
"IN","carmel",2020-07-09,1
"IN","carmel",2020-07-10,6
"IN","carmel",2020-07-11,1
"IN","carmel",2020-07-12,1
"IN","carmel",2020-07-13,3
"IN","carmel",2020-07-14,8
"IN","carmel",2020-07-15,6
"IN","carmel",2020-07-16,4
"IN","carmel",2020-07-17,2
"IN","carmel",2020-07-18,5
"IN","carmel",2020-07-19,2
"IN","carmel",2020-07-20,7
"IN","carmel",2020-07-21,5
"IN","carmel",2020-07-22,4
"IN","carmel",2020-07-23,8
"IN","carmel",2020-07-24,3
"IN","carmel",2020-07-25,1
"IN","carmel",2020-07-28,2
"IN","carmel",2020-07-30,2
"IN","carmel",2020-07-31,3
"IN","carmel",2020-08-01,3
"IN","carmel",2020-08-03,1
"IN","carmel",2020-08-04,4
"IN","carmel",2020-08-05,2
"IN","carmel",2020-08-06,6
"IN","carmel",2020-08-07,2
"IN","carmel",2020-08-10,2
"IN","carmel",2020-08-11,1
"IN","carmel",2020-08-12,4
"IN","carmel",2020-08-13,1
"IN","carmel",2020-08-17,3
"IN","evansville",2020-06-30,1
"IN","evansville",2020-07-01,1
"IN","evansville",2020-07-11,1
"IN","evansville",2020-07-16,2
"IN","evansville",2020-07-17,2
"IN","evansville",2020-07-23,2
"IN","evansville",2020-07-24,1
"IN","evansville",2020-07-25,1
"IN","evansville",2020-07-31,2
"IN","evansville",2020-08-01,1
"IN","evansville",2020-08-04,2
"IN","fishers",2020-06-25,1
"IN","fishers",2020-06-30,4
"IN","fishers",2020-07-02,1
"IN","fishers",2020-07-05,1
"IN","fishers",2020-07-06,3
"IN","fishers",2020-07-07,1
"IN","fishers",2020-07-09,1
"IN","fishers",2020-07-10,4
"IN","fishers",2020-07-11,1
"IN","fishers",2020-07-12,1
"IN","fishers",2020-07-13,3
"IN","fishers",2020-07-14,8
"IN","fishers",2020-07-15,8
"IN","fishers",2020-07-16,2
"IN","fishers",2020-07-17,2
"IN","fishers",2020-07-18,5
"IN","fishers",2020-07-19,2
"IN","fishers",2020-07-20,7
"IN","fishers",2020-07-21,6
"IN","fishers",2020-07-22,3
"IN","fishers",2020-07-23,10
"IN","fishers",2020-07-24,3
"IN","fishers",2020-07-25,1
"IN","fishers",2020-07-28,3
"IN","fishers",2020-07-30,4
"IN","fishers",2020-07-31,4
"IN","fishers",2020-08-01,3
"IN","fishers",2020-08-03,1
"IN","fishers",2020-08-04,4
"IN","fishers",2020-08-05,4
"IN","fishers",2020-08-06,6
"IN","fishers",2020-08-07,3
"IN","fishers",2020-08-09,1
"IN","fishers",2020-08-10,2
"IN","fishers",2020-08-11,1
"IN","fishers",2020-08-12,5
"IN","fishers",2020-08-13,1
"IN","fishers",2020-08-17,2
"IN","fort+wayne",2020-07-08,2
"IN","fort+wayne",2020-07-09,3
"IN","fort+wayne",2020-07-11,1
"IN","fort+wayne",2020-07-14,1
"IN","fort+wayne",2020-07-15,1
"IN","fort+wayne",2020-07-17,2
"IN","fort+wayne",2020-07-18,1
"IN","fort+wayne",2020-07-20,2
"IN","fort+wayne",2020-07-21,1
"IN","fort+wayne",2020-07-23,1
"IN","fort+wayne",2020-08-05,1
"IN","fort+wayne",2020-08-06,1
"IN","fort+wayne",2020-08-10,2
"IN","fort+wayne",2020-08-14,1
"IN","gary",2020-06-25,2
"IN","gary",2020-06-26,2
"IN","gary",2020-06-29,1
"IN","gary",2020-06-30,2
"IN","gary",2020-07-07,1
"IN","gary",2020-07-08,3
"IN","gary",2020-07-09,4
"IN","gary",2020-07-10,3
"IN","gary",2020-07-11,5
"IN","gary",2020-07-12,2
"IN","gary",2020-07-13,1
"IN","gary",2020-07-14,4
"IN","gary",2020-07-15,5
"IN","gary",2020-07-16,5
"IN","gary",2020-07-17,4
"IN","gary",2020-07-18,3
"IN","gary",2020-07-19,1
"IN","gary",2020-07-20,2
"IN","gary",2020-07-21,3
"IN","gary",2020-07-22,3
"IN","gary",2020-07-23,12
"IN","gary",2020-07-24,6
"IN","gary",2020-07-25,2
"IN","gary",2020-07-27,2
"IN","gary",2020-07-28,3
"IN","gary",2020-07-29,2
"IN","gary",2020-07-30,4
"IN","gary",2020-07-31,3
"IN","gary",2020-08-01,4
"IN","gary",2020-08-02,1
"IN","gary",2020-08-03,4
"IN","gary",2020-08-06,2
"IN","gary",2020-08-07,1
"IN","gary",2020-08-09,1
"IN","gary",2020-08-10,3
"IN","gary",2020-08-11,1
"IN","gary",2020-08-12,4
"IN","gary",2020-08-14,3
"IN","gary",2020-08-15,2
"IN","gary",2020-08-17,2
"IN","hammond",2020-06-24,1
"IN","hammond",2020-06-25,2
"IN","hammond",2020-06-26,1
"IN","hammond",2020-06-29,1
"IN","hammond",2020-06-30,2
"IN","hammond",2020-07-07,2
"IN","hammond",2020-07-08,2
"IN","hammond",2020-07-09,6
"IN","hammond",2020-07-10,3
"IN","hammond",2020-07-11,4
"IN","hammond",2020-07-12,2
"IN","hammond",2020-07-13,4
"IN","hammond",2020-07-14,8
"IN","hammond",2020-07-15,3
"IN","hammond",2020-07-16,4
"IN","hammond",2020-07-17,1
"IN","hammond",2020-07-18,4
"IN","hammond",2020-07-20,2
"IN","hammond",2020-07-21,5
"IN","hammond",2020-07-22,7
"IN","hammond",2020-07-23,9
"IN","hammond",2020-07-24,7
"IN","hammond",2020-07-25,3
"IN","hammond",2020-07-27,3
"IN","hammond",2020-07-28,4
"IN","hammond",2020-07-29,5
"IN","hammond",2020-07-30,6
"IN","hammond",2020-07-31,2
"IN","hammond",2020-08-01,4
"IN","hammond",2020-08-02,1
"IN","hammond",2020-08-03,8
"IN","hammond",2020-08-04,2
"IN","hammond",2020-08-05,1
"IN","hammond",2020-08-06,5
"IN","hammond",2020-08-07,2
"IN","hammond",2020-08-08,1
"IN","hammond",2020-08-09,1
"IN","hammond",2020-08-10,4
"IN","hammond",2020-08-11,1
"IN","hammond",2020-08-12,4
"IN","hammond",2020-08-13,2
"IN","hammond",2020-08-14,3
"IN","hammond",2020-08-17,3
"IN","indianapolis",2020-06-25,1
"IN","indianapolis",2020-06-30,4
"IN","indianapolis",2020-07-01,1
"IN","indianapolis",2020-07-02,2
"IN","indianapolis",2020-07-05,2
"IN","indianapolis",2020-07-06,5
"IN","indianapolis",2020-07-07,2
"IN","indianapolis",2020-07-09,1
"IN","indianapolis",2020-07-10,6
"IN","indianapolis",2020-07-11,2
"IN","indianapolis",2020-07-12,1
"IN","indianapolis",2020-07-13,3
"IN","indianapolis",2020-07-14,7
"IN","indianapolis",2020-07-15,8
"IN","indianapolis",2020-07-16,1
"IN","indianapolis",2020-07-18,5
"IN","indianapolis",2020-07-19,2
"IN","indianapolis",2020-07-20,5
"IN","indianapolis",2020-07-21,5
"IN","indianapolis",2020-07-22,3
"IN","indianapolis",2020-07-23,8
"IN","indianapolis",2020-07-24,3
"IN","indianapolis",2020-07-25,2
"IN","indianapolis",2020-07-26,1
"IN","indianapolis",2020-07-28,3
"IN","indianapolis",2020-07-30,4
"IN","indianapolis",2020-07-31,2
"IN","indianapolis",2020-08-01,4
"IN","indianapolis",2020-08-03,1
"IN","indianapolis",2020-08-04,4
"IN","indianapolis",2020-08-05,4
"IN","indianapolis",2020-08-06,6
"IN","indianapolis",2020-08-07,5
"IN","indianapolis",2020-08-09,1
"IN","indianapolis",2020-08-10,2
"IN","indianapolis",2020-08-11,1
"IN","indianapolis",2020-08-12,4
"IN","indianapolis",2020-08-13,1
"IN","indianapolis",2020-08-17,3
"IN","lafayette",2020-08-04,1
"IN","lafayette",2020-08-05,1
"IN","lafayette",2020-08-12,1
"IN","south+bend",2020-07-01,1
"IN","south+bend",2020-07-02,1
